,cdf,Number of Total Tokens
0,0.0,1021.4738452462856
1,0.01,1021.4738452462856
2,0.02,1021.4738452462856
3,0.03,1021.4738452462856
4,0.04,1021.4738452462856
5,0.05,1021.4738452462856
6,0.06,1021.4738452462856
7,0.07,1021.4738452462856
8,0.08,1021.4738452462856
9,0.09,1021.4738452462856
10,0.1,1021.4738452462856
11,0.11,1021.4738452462856
12,0.12,1021.4738452462856
13,0.13,1021.4738452462856
14,0.14,1021.4738452462856
15,0.15,1021.4738452462856
16,0.16,1021.4738452462856
17,0.17,1021.4738452462856
18,0.18,1021.4738452462856
19,0.19,1021.4738452462856
20,0.2,1021.4738452462856
21,0.21,1021.4738452462856
22,0.22,1021.4738452462856
23,0.23,1021.4738452462856
24,0.24,1021.4738452462856
25,0.25,1021.4738452462856
26,0.26,1021.4738452462856
27,0.27,1021.4738452462856
28,0.28,1021.4738452462856
29,0.29,1021.4738452462856
30,0.3,1021.4738452462856
31,0.31,1021.4738452462856
32,0.32,1021.4738452462856
33,0.33,1021.4738452462856
34,0.34,1021.4738452462856
35,0.35000000000000003,1021.4738452462856
36,0.36,1021.4738452462856
37,0.37,1021.4738452462856
38,0.38,1021.4738452462856
39,0.39,1021.4738452462856
40,0.4,1021.4738452462856
41,0.41000000000000003,1021.4738452462856
42,0.42,1021.4738452462856
43,0.43,1021.4738452462856
44,0.44,1021.4738452462856
45,0.45,1021.4738452462856
46,0.46,1021.4738452462856
47,0.47000000000000003,1021.4738452462856
48,0.48,1021.4738452462856
49,0.49,1021.4738452462856
50,0.5,1021.4738452462856
51,0.51,1021.4738452462856
52,0.52,1021.4738452462856
53,0.53,1021.4738452462856
54,0.54,1021.4738452462856
55,0.55,1021.4738452462856
56,0.56,1021.4738452462856
57,0.5700000000000001,1021.4738452462856
58,0.58,1021.4738452462856
59,0.59,1021.4738452462856
60,0.6,1021.4738452462856
61,0.61,1021.4738452462856
62,0.62,1021.4738452462856
63,0.63,1021.4738452462856
64,0.64,1021.4738452462856
65,0.65,1021.4738452462856
66,0.66,1021.4738452462856
67,0.67,1021.4738452462856
68,0.68,1021.4738452462856
69,0.6900000000000001,1021.4738452462856
70,0.7000000000000001,1021.4738452462856
71,0.71,1021.4738452462856
72,0.72,1021.4738452462856
73,0.73,1021.4738452462856
74,0.74,1021.4738452462856
75,0.75,1021.4738452462856
76,0.76,1021.4738452462856
77,0.77,1021.4738452462856
78,0.78,1021.4738452462856
79,0.79,1021.4738452462856
80,0.8,1021.4738452462856
81,0.81,1021.4738452462856
82,0.8200000000000001,1021.4738452462856
83,0.8300000000000001,1021.4738452462856
84,0.84,1021.4738452462856
85,0.85,1021.4738452462856
86,0.86,1021.4738452462856
87,0.87,1021.4738452462856
88,0.88,1021.4738452462856
89,0.89,1021.4738452462856
90,0.9,1021.4738452462856
91,0.91,1021.4738452462856
92,0.92,1021.4738452462856
93,0.93,1021.4738452462856
94,0.9400000000000001,1021.4738452462856
95,0.9500000000000001,1021.4738452462856
96,0.96,1021.4738452462856
97,0.97,1021.4738452462856
98,0.98,1021.4738452462856
99,0.99,1021.4738452462856
100,1.0,1330.0900127270697
