,cdf,Time to First Token
0,0.0,8.96206107297805
1,0.01,8.96206107297805
2,0.02,8.96206107297805
3,0.03,8.96206107297805
4,0.04,8.96206107297805
5,0.05,8.96206107297805
6,0.06,8.96206107297805
7,0.07,8.96206107297805
8,0.08,8.96206107297805
9,0.09,8.96206107297805
10,0.1,8.96206107297805
11,0.11,8.96206107297805
12,0.12,8.96206107297805
13,0.13,8.96206107297805
14,0.14,8.96206107297805
15,0.15,8.96206107297805
16,0.16,8.96206107297805
17,0.17,8.96206107297805
18,0.18,8.96206107297805
19,0.19,8.96206107297805
20,0.2,8.96206107297805
21,0.21,8.96206107297805
22,0.22,8.96206107297805
23,0.23,8.96206107297805
24,0.24,8.96206107297805
25,0.25,8.96206107297805
26,0.26,8.96206107297805
27,0.27,8.96206107297805
28,0.28,8.96206107297805
29,0.29,8.96206107297805
30,0.3,8.96206107297805
31,0.31,8.96206107297805
32,0.32,8.96206107297805
33,0.33,8.96206107297805
34,0.34,8.96206107297805
35,0.35000000000000003,8.96206107297805
36,0.36,8.96206107297805
37,0.37,8.96206107297805
38,0.38,8.96206107297805
39,0.39,8.96206107297805
40,0.4,8.96206107297805
41,0.41000000000000003,8.96206107297805
42,0.42,8.96206107297805
43,0.43,8.96206107297805
44,0.44,8.96206107297805
45,0.45,8.96206107297805
46,0.46,8.96206107297805
47,0.47000000000000003,8.96206107297805
48,0.48,8.96206107297805
49,0.49,8.96206107297805
50,0.5,8.96206107297805
51,0.51,8.96206107297805
52,0.52,8.96206107297805
53,0.53,8.96206107297805
54,0.54,8.96206107297805
55,0.55,8.96206107297805
56,0.56,8.96206107297805
57,0.5700000000000001,8.96206107297805
58,0.58,8.96206107297805
59,0.59,8.96206107297805
60,0.6,8.96206107297805
61,0.61,8.96206107297805
62,0.62,8.96206107297805
63,0.63,8.96206107297805
64,0.64,8.96206107297805
65,0.65,8.96206107297805
66,0.66,8.96206107297805
67,0.67,8.96206107297805
68,0.68,8.96206107297805
69,0.6900000000000001,8.96206107297805
70,0.7000000000000001,8.96206107297805
71,0.71,8.96206107297805
72,0.72,8.96206107297805
73,0.73,8.96206107297805
74,0.74,8.96206107297805
75,0.75,8.96206107297805
76,0.76,8.96206107297805
77,0.77,8.96206107297805
78,0.78,8.96206107297805
79,0.79,8.96206107297805
80,0.8,8.96206107297805
81,0.81,8.96206107297805
82,0.8200000000000001,8.96206107297805
83,0.8300000000000001,8.96206107297805
84,0.84,8.96206107297805
85,0.85,8.96206107297805
86,0.86,8.96206107297805
87,0.87,8.96206107297805
88,0.88,8.96206107297805
89,0.89,8.96206107297805
90,0.9,8.96206107297805
91,0.91,8.96206107297805
92,0.92,8.96206107297805
93,0.93,8.96206107297805
94,0.9400000000000001,8.96206107297805
95,0.9500000000000001,8.96206107297805
96,0.96,8.96206107297805
97,0.97,8.96206107297805
98,0.98,8.96206107297805
99,0.99,8.96206107297805
100,1.0,9.106607385182924
