,cdf,Normalized End to End Latency
0,0.0,1.9328579672965904
1,0.01,1.9328579672965904
2,0.02,1.9328579672965904
3,0.03,1.9328579672965904
4,0.04,1.9328579672965904
5,0.05,1.9328579672965904
6,0.06,1.9328579672965904
7,0.07,1.9328579672965904
8,0.08,1.9328579672965904
9,0.09,1.9328579672965904
10,0.1,1.9328579672965904
11,0.11,1.9328579672965904
12,0.12,1.9328579672965904
13,0.13,1.9328579672965904
14,0.14,1.9328579672965904
15,0.15,1.9328579672965904
16,0.16,1.9328579672965904
17,0.17,1.9328579672965904
18,0.18,1.9328579672965904
19,0.19,1.9328579672965904
20,0.2,1.9328579672965904
21,0.21,1.9328579672965904
22,0.22,1.9328579672965904
23,0.23,1.9328579672965904
24,0.24,1.9328579672965904
25,0.25,1.9328579672965904
26,0.26,1.9328579672965904
27,0.27,1.9328579672965904
28,0.28,1.9328579672965904
29,0.29,1.9328579672965904
30,0.3,1.9328579672965904
31,0.31,1.9328579672965904
32,0.32,1.9328579672965904
33,0.33,1.9328579672965904
34,0.34,1.9328579672965904
35,0.35000000000000003,1.9328579672965904
36,0.36,1.9328579672965904
37,0.37,1.9328579672965904
38,0.38,1.9328579672965904
39,0.39,1.9328579672965904
40,0.4,1.9328579672965904
41,0.41000000000000003,1.9328579672965904
42,0.42,1.9328579672965904
43,0.43,1.9328579672965904
44,0.44,1.9328579672965904
45,0.45,1.9328579672965904
46,0.46,1.9328579672965904
47,0.47000000000000003,1.9328579672965904
48,0.48,1.9328579672965904
49,0.49,1.9328579672965904
50,0.5,1.9328579672965904
51,0.51,1.9328579672965904
52,0.52,1.9328579672965904
53,0.53,1.9328579672965904
54,0.54,1.9328579672965904
55,0.55,1.9328579672965904
56,0.56,1.9328579672965904
57,0.5700000000000001,1.9328579672965904
58,0.58,1.9328579672965904
59,0.59,1.9328579672965904
60,0.6,1.9328579672965904
61,0.61,1.9328579672965904
62,0.62,1.9328579672965904
63,0.63,1.9328579672965904
64,0.64,1.9328579672965904
65,0.65,1.9328579672965904
66,0.66,1.9328579672965904
67,0.67,1.9328579672965904
68,0.68,1.9328579672965904
69,0.6900000000000001,1.9328579672965904
70,0.7000000000000001,1.9328579672965904
71,0.71,1.9328579672965904
72,0.72,1.9328579672965904
73,0.73,1.9328579672965904
74,0.74,1.9328579672965904
75,0.75,1.9328579672965904
76,0.76,1.9328579672965904
77,0.77,1.9328579672965904
78,0.78,1.9328579672965904
79,0.79,1.9328579672965904
80,0.8,1.9328579672965904
81,0.81,1.9328579672965904
82,0.8200000000000001,1.9328579672965904
83,0.8300000000000001,1.9328579672965904
84,0.84,1.9328579672965904
85,0.85,1.9328579672965904
86,0.86,1.9328579672965904
87,0.87,1.9328579672965904
88,0.88,1.9328579672965904
89,0.89,1.9328579672965904
90,0.9,1.9328579672965904
91,0.91,1.9328579672965904
92,0.92,1.9328579672965904
93,0.93,1.9328579672965904
94,0.9400000000000001,1.9328579672965904
95,0.9500000000000001,1.9328579672965904
96,0.96,1.9328579672965904
97,0.97,1.9328579672965904
98,0.98,1.9328579672965904
99,0.99,1.9328579672965904
100,1.0,2.3845246341832107
