,cdf,End to End Latency
0,0.0,19.01067154327947
1,0.01,19.01067154327947
2,0.02,19.01067154327947
3,0.03,19.01067154327947
4,0.04,38.900251672510336
5,0.05,38.900251672510336
6,0.06,38.900251672510336
7,0.07,60.8858542656658
8,0.08,60.8858542656658
9,0.09,60.8858542656658
10,0.1,60.8858542656658
11,0.11,75.71686646781632
12,0.12,75.71686646781632
13,0.13,75.71686646781632
14,0.14,95.1068520860692
15,0.15,95.1068520860692
16,0.16,95.1068520860692
17,0.17,95.1068520860692
18,0.18,112.73061955949834
19,0.19,112.73061955949834
20,0.2,112.73061955949834
21,0.21,132.0262976899247
22,0.22,132.0262976899247
23,0.23,132.0262976899247
24,0.24,132.0262976899247
25,0.25,150.35530166995235
26,0.26,150.35530166995235
27,0.27,150.35530166995235
28,0.28,160.9351025012422
29,0.29,160.9351025012422
30,0.3,160.9351025012422
31,0.31,160.9351025012422
32,0.32,171.57169313067627
33,0.33,171.57169313067627
34,0.34,171.57169313067627
35,0.35000000000000003,189.61605193356152
36,0.36,189.61605193356152
37,0.37,189.61605193356152
38,0.38,209.9776890247771
39,0.39,209.9776890247771
40,0.4,209.9776890247771
41,0.41000000000000003,209.9776890247771
42,0.42,248.88758757374526
43,0.43,248.88758757374526
44,0.44,248.88758757374526
45,0.45,271.78229732306806
46,0.46,271.78229732306806
47,0.47000000000000003,271.78229732306806
48,0.48,271.78229732306806
49,0.49,288.58838177346183
50,0.5,288.58838177346183
51,0.51,288.58838177346183
52,0.52,304.60059880555474
53,0.53,304.60059880555474
54,0.54,304.60059880555474
55,0.55,304.60059880555474
56,0.56,320.858887498374
57,0.5700000000000001,320.858887498374
58,0.58,320.858887498374
59,0.59,335.96313577909575
60,0.6,335.96313577909575
61,0.61,335.96313577909575
62,0.62,335.96313577909575
63,0.63,889.8044893155575
64,0.64,889.8044893155575
65,0.65,889.8044893155575
66,0.66,904.1558708188261
67,0.67,904.1558708188261
68,0.68,904.1558708188261
69,0.6900000000000001,920.5780380766729
70,0.7000000000000001,920.5780380766729
71,0.71,920.5780380766729
72,0.72,920.5780380766729
73,0.73,941.0551844449457
74,0.74,941.0551844449457
75,0.75,941.0551844449457
76,0.76,967.777099518182
77,0.77,967.777099518182
78,0.78,967.777099518182
79,0.79,967.777099518182
80,0.8,989.3041319901912
81,0.81,989.3041319901912
82,0.8200000000000001,989.3041319901912
83,0.8300000000000001,997.2503100274024
84,0.84,997.2503100274024
85,0.85,997.2503100274024
86,0.86,997.2503100274024
87,0.87,1015.3633499553291
88,0.88,1015.3633499553291
89,0.89,1015.3633499553291
90,0.9,1027.6211137305045
91,0.91,1027.6211137305045
92,0.92,1027.6211137305045
93,0.93,1027.6211137305045
94,0.9400000000000001,1037.9488810825471
95,0.9500000000000001,1037.9488810825471
96,0.96,1037.9488810825471
97,0.97,1061.0368000656206
98,0.98,1061.0368000656206
99,0.99,1061.0368000656206
100,1.0,1069.5591412190881
