,cdf,Normalized End to End Latency
0,0.0,0.013075671070196661
1,0.01,0.013075671070196661
2,0.02,0.013075671070196661
3,0.03,0.013075671070196661
4,0.04,0.018629632372265528
5,0.05,0.018629632372265528
6,0.06,0.018629632372265528
7,0.07,0.023260427481417243
8,0.08,0.023260427481417243
9,0.09,0.023260427481417243
10,0.1,0.023260427481417243
11,0.11,0.03287635283901393
12,0.12,0.03287635283901393
13,0.13,0.03287635283901393
14,0.14,0.05919007268213019
15,0.15,0.05919007268213019
16,0.16,0.05919007268213019
17,0.17,0.05919007268213019
18,0.18,0.06373627465409604
19,0.19,0.06373627465409604
20,0.2,0.06373627465409604
21,0.21,0.07753689802823233
22,0.22,0.07753689802823233
23,0.23,0.07753689802823233
24,0.24,0.07753689802823233
25,0.25,0.07831615706965818
26,0.26,0.07831615706965818
27,0.27,0.07831615706965818
28,0.28,0.08134943941769897
29,0.29,0.08134943941769897
30,0.3,0.08134943941769897
31,0.31,0.08134943941769897
32,0.32,0.10035902562453122
33,0.33,0.10035902562453122
34,0.34,0.10035902562453122
35,0.35000000000000003,0.12555627787179344
36,0.36,0.12555627787179344
37,0.37,0.12555627787179344
38,0.38,0.1265647569687642
39,0.39,0.1265647569687642
40,0.4,0.1265647569687642
41,0.41000000000000003,0.1265647569687642
42,0.42,0.14099918722241173
43,0.43,0.14099918722241173
44,0.44,0.14099918722241173
45,0.45,0.20618096471435318
46,0.46,0.20618096471435318
47,0.47000000000000003,0.20618096471435318
48,0.48,0.20618096471435318
49,0.49,0.20659373941848602
50,0.5,0.20659373941848602
51,0.51,0.20659373941848602
52,0.52,0.21373870507113907
53,0.53,0.21373870507113907
54,0.54,0.21373870507113907
55,0.55,0.21373870507113907
56,0.56,0.2352748244621909
57,0.5700000000000001,0.2352748244621909
58,0.58,0.2352748244621909
59,0.59,0.24487657546149416
60,0.6,0.24487657546149416
61,0.61,0.24487657546149416
62,0.62,0.24487657546149416
63,0.63,0.2783152190057239
64,0.64,0.2783152190057239
65,0.65,0.2783152190057239
66,0.66,0.40292662603650115
67,0.67,0.40292662603650115
68,0.68,0.40292662603650115
69,0.6900000000000001,0.4644038422252682
70,0.7000000000000001,0.4644038422252682
71,0.71,0.4644038422252682
72,0.72,0.4644038422252682
73,0.73,0.4882143445143063
74,0.74,0.4882143445143063
75,0.75,0.4882143445143063
76,0.76,0.5856688928657175
77,0.77,0.5856688928657175
78,0.78,0.5856688928657175
79,0.79,0.5856688928657175
80,0.8,0.634447554499554
81,0.81,0.634447554499554
82,0.8200000000000001,0.634447554499554
83,0.8300000000000001,0.6524631331287278
84,0.84,0.6524631331287278
85,0.85,0.6524631331287278
86,0.86,0.6524631331287278
87,0.87,0.7153376488040041
88,0.88,0.7153376488040041
89,0.89,0.7153376488040041
90,0.9,1.1676574376050006
91,0.91,1.1676574376050006
92,0.92,1.1676574376050006
93,0.93,1.1676574376050006
94,0.9400000000000001,1.295633268867385
95,0.9500000000000001,1.295633268867385
96,0.96,1.295633268867385
97,0.97,1.6636261865675377
98,0.98,1.6636261865675377
99,0.99,1.6636261865675377
100,1.0,1.707447693024871
