,cdf,Number of Total Tokens
0,0.0,1314.2243118788833
1,0.01,1351.542623312366
2,0.02,1523.860113514461
3,0.03,1533.0307616850064
4,0.04,1634.3524769661533
5,0.05,1640.902981332246
6,0.06,1697.652984860695
7,0.07,1711.2886833551208
8,0.08,1725.0339049824183
9,0.09,1742.3707897612514
10,0.1,1752.8564434992995
11,0.11,1766.935541042034
12,0.12,1766.935541042034
13,0.13,1777.5690263883744
14,0.14,1831.704080974291
15,0.15,1876.1967703922878
16,0.16,1883.7165895924384
17,0.17,1902.648262399225
18,0.18,1906.4573680296537
19,0.19,1910.2740994971807
20,0.2,1980.296837407514
21,0.21,1992.2143391572147
22,0.22,2020.3015006425762
23,0.23,2056.996201440999
24,0.24,2056.996201440999
25,0.25,2102.7515970225495
26,0.26,2115.4060361769884
27,0.27,2123.884608988745
28,0.28,2132.3971640222126
29,0.29,2153.828118989874
30,0.3,2171.1278563927876
31,0.31,2206.14530633107
32,0.32,2237.248565785227
33,0.33,2250.7124128174532
34,0.34,2333.2142095154936
35,0.35000000000000003,2361.381454884735
36,0.36,2399.4674462915236
37,0.37,2433.296250912704
38,0.38,2507.4011792791143
39,0.39,2625.4356530831146
40,0.4,2641.235624783471
41,0.41000000000000003,2646.5233837920437
42,0.42,2646.5233837920437
43,0.43,2662.450262258534
44,0.44,2699.986720556711
45,0.45,2716.2353434189927
46,0.46,2749.0265321091074
47,0.47000000000000003,2815.801282990214
48,0.48,2849.7944608671305
49,0.49,2849.7944608671305
50,0.5,2907.3641471599103
51,0.51,2954.256124606456
52,0.52,2960.170551282342
53,0.53,2972.0349504213505
54,0.54,2983.9469022146714
55,0.55,3007.9142268945816
56,0.56,3013.9360771986753
57,0.5700000000000001,3044.22664850295
58,0.58,3130.669576940732
59,0.59,3136.9371837013746
60,0.6,3226.0126921290625
61,0.61,3310.9889549223585
62,0.62,3501.694314968389
63,0.63,3522.767644651723
64,0.64,3622.7990767920714
65,0.65,3688.599913020428
66,0.66,3770.6483621347684
67,0.67,3816.168733639544
68,0.68,3816.168733639544
69,0.6900000000000001,4035.971288783434
70,0.7000000000000001,4068.388566116779
71,0.71,4259.905626729254
72,0.72,4523.323569761864
73,0.73,4541.453104981816
74,0.74,4605.48061659575
75,0.75,4605.48061659575
76,0.76,4919.697548271098
77,0.77,5009.053928739618
78,0.78,5110.243564434752
79,0.79,5255.352477057046
80,0.8,5404.581857961706
81,0.81,5491.75068778961
82,0.8200000000000001,5647.692759953058
83,0.8300000000000001,5750.27170471055
84,0.84,5796.458394172815
85,0.85,6191.931857819076
86,0.86,6279.228584169569
87,0.87,6279.228584169569
88,0.88,6367.756060245099
89,0.89,6406.077458611309
90,0.9,6496.393308934858
91,0.91,6707.639884370486
92,0.92,6967.4351350513725
93,0.93,7150.96404691087
94,0.9400000000000001,7165.28029124903
95,0.9500000000000001,7547.732577938266
96,0.96,7684.821912656792
97,0.97,7762.055682764606
98,0.98,7762.055682764606
99,0.99,7982.464640896967
100,1.0,8964.2751877958
