,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.05377204941949993
1,0.01,0.060506684345376996
2,0.02,0.06607258254659137
3,0.03,0.06918291151118107
4,0.04,0.07554691983358185
5,0.05,0.07753689802823233
6,0.06,0.07910324779727586
7,0.07,0.07942029456495353
8,0.08,0.08118690307520607
9,0.09,0.08954613565533923
10,0.1,0.08972540719819277
11,0.11,0.09527371842218063
12,0.12,0.10487341246957661
13,0.13,0.1082836353709481
14,0.14,0.11003010864730198
15,0.15,0.11113592999394986
16,0.16,0.11338102546082132
17,0.17,0.11660055836745689
18,0.18,0.11706789480646827
19,0.19,0.12039211892693379
20,0.2,0.12184552785120135
21,0.21,0.12381073669837724
22,0.22,0.1253054161777439
23,0.23,0.13068032851886138
24,0.24,0.13225793972288707
25,0.25,0.13439108714188872
26,0.26,0.13903895161423085
27,0.27,0.14156431365904817
28,0.28,0.142987059141101
29,0.29,0.14558413059383216
30,0.3,0.14704727592126143
31,0.31,0.1482283726099074
32,0.32,0.15304839113513624
33,0.33,0.153354794320592
34,0.34,0.155206138317453
35,0.35000000000000003,0.15707983228132943
36,0.36,0.1592944165901874
37,0.37,0.1605738833927904
38,0.38,0.16283772845430777
39,0.39,0.17118660017665313
40,0.4,0.1715293160929227
41,0.41000000000000003,0.18213610027412055
42,0.42,0.18286610395257027
43,0.43,0.18881245547197503
44,0.44,0.18956921806228094
45,0.45,0.19495216757394843
46,0.46,0.19889046392600004
47,0.47000000000000003,0.20290831916857138
48,0.48,0.20867004171375214
49,0.49,0.2120356163010872
50,0.5,0.21331165471135655
51,0.51,0.2158868154890809
52,0.52,0.21718603056266375
53,0.53,0.2215734808922789
54,0.54,0.22201707144461583
55,0.55,0.22695557299492955
56,0.56,0.23154038123957085
57,0.5700000000000001,0.23433560454339966
58,0.58,0.23906949936495386
59,0.59,0.23906949936495386
60,0.6,0.24341171449791046
61,0.61,0.24438731157445817
62,0.62,0.24487657546149416
63,0.63,0.24783279720833296
64,0.64,0.24832895896450582
65,0.65,0.25538043209951505
66,0.66,0.2569173212612275
67,0.67,0.2589809038437427
68,0.68,0.26263213670805474
69,0.6900000000000001,0.264741621192242
70,0.7000000000000001,0.26686804924184654
71,0.71,0.26955011862465406
72,0.72,0.2749953940585467
73,0.73,0.27554593538799327
74,0.74,0.28337025345766775
75,0.75,0.28393756127239783
76,0.76,0.29141674846916216
77,0.77,0.29730375927650554
78,0.78,0.2978989619977798
79,0.79,0.3119223849413211
80,0.8,0.32077963754203814
81,0.81,0.32335616788108923
82,0.8200000000000001,0.32465218328741086
83,0.8300000000000001,0.33253809068365264
84,0.84,0.341980740556631
85,0.85,0.34541770529018584
86,0.86,0.3531011048683437
87,0.87,0.3573638448347018
88,0.88,0.37269278590095706
89,0.89,0.37794718160340857
90,0.9,0.39180116017555705
91,0.91,0.39258554688261527
92,0.92,0.4278422256586215
93,0.93,0.45611935437441303
94,0.9400000000000001,0.46254993652167997
95,0.9500000000000001,0.4980769318142944
96,0.96,0.571780166180292
97,0.97,0.6577037745562817
98,0.98,0.692809213885766
99,0.99,0.7905703924151583
100,1.0,0.9408227502341979
