,cdf,Time to First Token
0,0.0,1.5604896470601262
1,0.01,2.3419871623412503
2,0.02,2.748347541309338
3,0.03,3.1424409849835615
4,0.04,3.3434389476503608
5,0.05,3.4246521699339074
6,0.06,3.9392878451080606
7,0.07,3.9709285524950624
8,0.08,4.108261601388884
9,0.09,4.19964491779577
10,0.1,4.441534820485737
11,0.11,4.531259805843462
12,0.12,4.641325584103023
13,0.13,4.782675039520193
14,0.14,4.782675039520193
15,0.15,5.017842385702915
16,0.16,5.048039952189776
17,0.17,5.129458227853169
18,0.18,5.296255469483194
19,0.19,5.3281285365063455
20,0.2,5.403246963112457
21,0.21,5.479424444127094
22,0.22,5.612521450632782
23,0.23,5.841572874092177
24,0.24,5.876727682014373
25,0.25,6.079972066651474
26,0.26,6.128806938497908
27,0.27,6.240124351660217
28,0.28,6.265134845043132
29,0.29,6.468861469605334
30,0.3,6.494788744105482
31,0.31,6.5338746299988
32,0.32,6.814141871873477
33,0.33,6.855149637046233
34,0.34,6.896404188510802
35,0.35000000000000003,6.9102108035028165
36,0.36,6.979659599930388
37,0.37,7.0498063685996755
38,0.38,7.063920095063338
39,0.39,7.149197807574642
40,0.4,7.2790485622339025
41,0.41000000000000003,7.396450085997618
42,0.42,7.426095146818188
43,0.43,7.530791679462657
44,0.44,7.7137170650346265
45,0.45,7.838129222691577
46,0.46,8.012478938530785
47,0.47000000000000003,8.02851993740672
48,0.48,8.190706853178607
49,0.49,8.4401510975436
50,0.5,8.50794313551592
51,0.51,8.610653517146666
52,0.52,8.62789206272654
53,0.53,8.784600315263162
54,0.54,8.837466374355909
55,0.55,8.96206107297805
56,0.56,9.015995097665968
57,0.5700000000000001,9.179752458833915
58,0.58,9.365195822050945
59,0.59,9.402731639438105
60,0.6,9.459317636369587
61,0.61,9.631127057049323
62,0.62,9.727921525607947
63,0.63,9.825688795074296
64,0.64,9.865070273830627
65,0.65,9.904609594027022
66,0.66,9.964215911593758
67,0.67,10.084506844740538
68,0.68,10.10469604763291
69,0.6900000000000001,10.329462804405184
70,0.7000000000000001,10.35014240961921
71,0.71,10.601550743774519
72,0.72,10.837369433045545
73,0.73,10.946286843088153
74,0.74,11.10061267047728
75,0.75,11.145104059445735
76,0.76,11.347532389424481
77,0.77,11.347532389424481
78,0.78,12.02515046986769
79,0.79,12.121737538968073
80,0.8,12.170321608679302
81,0.81,12.441035710712994
82,0.8200000000000001,12.490899531333268
83,0.8300000000000001,12.667002024593316
84,0.84,12.897072560677953
85,0.85,12.948764182472633
86,0.86,13.236793799175965
87,0.87,13.396592251166725
88,0.88,13.477213453290293
89,0.89,13.477213453290293
90,0.9,13.694583262267026
91,0.91,13.832216158308272
92,0.92,14.687552930358212
93,0.93,15.47151224189346
94,0.9400000000000001,16.00658858967672
95,0.9500000000000001,16.693183097513522
96,0.96,16.82726421636398
97,0.97,20.676556240123897
98,0.98,21.09425052394139
99,0.99,23.688757180096744
100,1.0,95.87075870972232
