,cdf,Number of Total Tokens
0,0.0,1533.0307616850064
1,0.01,1551.5379580868073
2,0.02,1589.2253210219117
3,0.03,1598.7893394994353
4,0.04,1654.0828587934125
5,0.05,1670.706673464371
6,0.06,1711.2886833551208
7,0.07,1725.0339049824183
8,0.08,1749.354232822977
9,0.09,1777.5690263883744
10,0.1,1824.3918963318629
11,0.11,1831.704080974291
12,0.12,1835.3711562114765
13,0.13,1839.045572940629
14,0.14,1861.2470697800413
15,0.15,1872.4481254963991
16,0.16,1902.648262399225
17,0.17,1925.6175895359252
18,0.18,1937.2060294905089
19,0.19,1948.8642091178633
20,0.2,1952.7658391661473
21,0.21,1992.2143391572147
22,0.22,2056.996201440999
23,0.23,2090.1728572031666
24,0.24,2115.4060361769884
25,0.25,2145.230011327347
26,0.26,2153.828118989874
27,0.27,2206.14530633107
28,0.28,2206.14530633107
29,0.29,2291.5920629812344
30,0.3,2296.1798348790953
31,0.31,2375.5923383688164
32,0.32,2404.271184922738
33,0.33,2438.167714878493
34,0.34,2547.8422776750804
35,0.35000000000000003,2552.9430630157717
36,0.36,2573.448526847987
37,0.37,2625.4356530831146
38,0.38,2646.5233837920437
39,0.39,2678.4729892859104
40,0.4,2689.208341211554
41,0.41000000000000003,2727.1220473137514
42,0.42,2760.0446634821596
43,0.43,2765.5702784240657
44,0.44,2776.654717331138
45,0.45,2782.2135856341033
46,0.46,2832.746882297829
47,0.47000000000000003,2838.4180472273547
48,0.48,2966.0968186522764
49,0.49,3001.904408259428
50,0.5,3026.0159692116044
51,0.51,3062.546920355484
52,0.52,3111.941792772337
53,0.53,3149.5100656271497
54,0.54,3187.5318736761574
55,0.55,3251.9243105819187
56,0.56,3264.9580622939193
57,0.5700000000000001,3310.9889549223585
58,0.58,3350.9601834224245
59,0.59,3466.851862818683
60,0.6,3494.697922730694
61,0.61,3630.051927796661
62,0.62,3659.2088250235734
63,0.63,3703.3838657941005
64,0.64,3718.2270728281387
65,0.65,3763.11459917346
66,0.66,3831.463983779132
67,0.67,3901.0547970612033
68,0.68,3956.0536763959713
69,0.6900000000000001,4142.282636441374
70,0.7000000000000001,4319.963751449395
71,0.71,4328.6123275283735
72,0.72,4541.453104981816
73,0.73,4577.930456842501
74,0.74,4614.700798010356
75,0.75,4707.923969338881
76,0.76,4959.212992858554
77,0.77,5140.997204732576
78,0.78,5383.006702416105
79,0.79,5393.783492611133
80,0.8,5535.860913644395
81,0.81,5636.408658534569
82,0.8200000000000001,5704.45303484549
83,0.8300000000000001,5854.713789046407
84,0.84,6069.323351777913
85,0.85,6329.663901937605
86,0.86,6457.5316377259705
87,0.87,6548.572912924486
88,0.88,6654.192820784966
89,0.89,6694.238006479635
90,0.9,6802.207301598134
91,0.91,6856.843230547283
92,0.92,6939.621050494365
93,0.93,7193.998820754508
94,0.9400000000000001,7266.299735127407
95,0.9500000000000001,7383.49563700034
96,0.96,7472.63135906217
97,0.97,7623.588576865144
98,0.98,7669.467623121013
99,0.99,7887.247479041847
100,1.0,8160.024923752189
