,cdf,Time per Output Token
0,0.0,0.015313784737057837
1,0.01,0.01600263507149086
2,0.02,0.01622824764068582
3,0.03,0.01635859435694328
4,0.04,0.01655608009968765
5,0.05,0.01668905999516812
6,0.06,0.016856787892786603
7,0.07,0.017026201484365525
8,0.08,0.01719731771141653
9,0.09,0.017231746775903854
10,0.1,0.017404928768170222
11,0.11,0.017509672292034872
12,0.12,0.017615046166413306
13,0.13,0.017685647483111043
14,0.14,0.01772105418477893
15,0.15,0.01779208038288807
16,0.16,0.01779208038288807
17,0.17,0.017863391254852673
18,0.18,0.017899153799907433
19,0.19,0.018115237627499264
20,0.2,0.018187843717583342
21,0.21,0.018224255817118045
22,0.22,0.018260740813748913
23,0.23,0.018370634647081274
24,0.24,0.01844426437148869
25,0.25,0.018555262656577566
26,0.26,0.018555262656577566
27,0.27,0.01859241032956371
28,0.28,0.018629632372265528
29,0.29,0.018666928933571365
30,0.3,0.018666928933571365
31,0.31,0.018741746209039317
32,0.32,0.018741746209039317
33,0.33,0.01877926722247083
34,0.34,0.01881686335304635
35,0.35000000000000003,0.018854534751150547
36,0.36,0.018892281567469155
37,0.37,0.018930103952989618
38,0.38,0.01900597603709771
39,0.39,0.01900597603709771
40,0.4,0.019158633712809566
41,0.41000000000000003,0.019196989335858235
42,0.42,0.019273931099787766
43,0.43,0.01931251754843599
44,0.44,0.019389922350829727
45,0.45,0.01942874101419474
46,0.46,0.019467637392601538
47,0.47000000000000003,0.019467637392601538
48,0.48,0.019506611641635776
49,0.49,0.019584794375487293
50,0.5,0.019584794375487293
51,0.51,0.01966329046667553
52,0.52,0.019702656413555748
53,0.53,0.019702656413555748
54,0.54,0.01974210117114045
55,0.55,0.019781624897208798
56,0.56,0.019860909887493217
57,0.5700000000000001,0.019940512652971382
58,0.58,0.01998043359922357
59,0.59,0.01998043359922357
60,0.6,0.020020434467290085
61,0.61,0.020020434467290085
62,0.62,0.02006051541717455
63,0.63,0.020100676609200927
64,0.64,0.020140918204014143
65,0.65,0.020221643246189514
66,0.66,0.020262127016452143
67,0.67,0.020302691835303904
68,0.68,0.020384065268137352
69,0.6900000000000001,0.020384065268137352
70,0.7000000000000001,0.02046576484666739
71,0.71,0.020506737348862922
72,0.72,0.020588928598566522
73,0.73,0.02063014767483993
74,0.74,0.02071283355461296
75,0.75,0.02075430068885643
76,0.76,0.020795850840385675
77,0.77,0.02087920086043729
78,0.78,0.02092100106236009
79,0.79,0.02104690444313434
80,0.8,0.021089040387965444
81,0.81,0.021173565515246733
82,0.8200000000000001,0.02125842942025383
83,0.8300000000000001,0.0213009888385126
84,0.84,0.02142917900018838
85,0.85,0.02160130005580778
86,0.86,0.021687878325993115
87,0.87,0.021774803602925667
88,0.88,0.021862077277412673
89,0.89,0.021949700745835708
90,0.9,0.021993644090672216
91,0.91,0.022037675410173048
92,0.92,0.022126002678022175
93,0.93,0.022259157804389196
94,0.9400000000000001,0.022393114263375376
95,0.9500000000000001,0.022799840005834144
96,0.96,0.02307508635278533
97,0.97,0.023353655554260517
98,0.98,0.023494198742368702
99,0.99,0.024551023488099455
100,1.0,0.025400111268076248
