,cdf,Number of Output Tokens
0,0.0,130.9743005569187
1,0.01,271.78229732306806
2,0.02,320.2178108000755
3,0.03,331.29242160858473
4,0.04,340.01898116265124
5,0.05,344.1237898996924
6,0.06,356.0251798741168
7,0.07,358.8848055175669
8,0.08,369.81447871074994
9,0.09,372.7848612185667
10,0.1,381.077010119921
11,0.11,391.89795629726297
12,0.12,395.0457152446486
13,0.13,399.01599201879577
14,0.14,404.64150448640294
15,0.15,411.1678422074093
16,0.16,413.6422659333707
17,0.17,422.8432384455084
18,0.18,427.94792587688335
19,0.19,433.1142385901656
20,0.2,433.9813341629187
21,0.21,435.7207365649722
22,0.22,440.9808849256495
23,0.23,445.4128179847865
24,0.24,450.78997199131373
25,0.25,463.5904661031691
26,0.26,468.24962930696654
27,0.27,472.9556178951206
28,0.28,474.85122969468847
29,0.29,494.23028259447756
30,0.3,500.19677533310926
31,0.31,514.4002099151542
32,0.32,519.5700197048338
33,0.33,524.7917869640986
34,0.34,535.3932878651003
35,0.35000000000000003,537.5391505961602
36,0.36,549.4960596360836
37,0.37,551.6984464458608
38,0.38,562.8434981070386
39,0.39,575.3632717888522
40,0.4,584.6431281118549
41,0.41000000000000003,591.701111204794
42,0.42,595.2619910157795
43,0.43,596.4537067135088
44,0.44,608.5028749097354
45,0.45,613.3904236663155
46,0.46,620.795452531684
47,0.47000000000000003,625.7817363558352
48,0.48,633.3363567775858
49,0.49,640.9821787899239
50,0.5,647.4241589428187
51,0.51,660.5029989225147
52,0.52,668.4767845963271
53,0.53,675.1950902240587
54,0.54,676.5468321464293
55,0.55,688.8349404183074
56,0.56,694.3677234097261
57,0.5700000000000001,701.3462373856697
58,0.58,701.3462373856697
59,0.59,705.5669657397743
60,0.6,711.2341418342127
61,0.61,718.3821661902196
62,0.62,721.2614505444045
63,0.63,722.7054174123614
64,0.64,729.9687300432198
65,0.65,744.715081532492
66,0.66,750.6966987455423
67,0.67,765.861783119612
68,0.68,773.5588245818743
69,0.6900000000000001,776.659257645896
70,0.7000000000000001,798.7130362836465
71,0.71,806.7402384397363
72,0.72,816.4794429039895
73,0.73,831.3091447360641
74,0.74,839.6639433381404
75,0.75,849.8006124117521
76,0.76,882.7144490124185
77,0.77,895.1593666036462
78,0.78,898.7471761012466
79,0.79,926.1181117526362
80,0.8,933.5567741027762
81,0.81,956.2331725645455
82,0.8200000000000001,973.6012189425833
83,0.8300000000000001,995.2578019154606
84,0.84,1001.2473012529721
85,0.85,1013.3346519534203
86,0.86,1093.3501922526584
87,0.87,1147.1109560586433
88,0.88,1151.7085905542347
89,0.89,1205.9246125394757
90,0.9,1222.9262968792727
91,0.91,1257.6521378142122
92,0.92,1265.2207362534932
93,0.93,1332.7528555953925
94,0.9400000000000001,1384.3720343503305
95,0.9500000000000001,1472.9197460836535
96,0.96,1517.7768456793412
97,0.97,1551.5379580868073
98,0.98,1573.4122596230004
99,0.99,1637.6244538970166
100,1.0,2024.3461482915104
