,cdf,Output Throughput
0,0.0,1.4462870584241607
1,0.01,1.4462870584241607
2,0.02,1.8057927589526754
3,0.03,2.4084895132013697
4,0.04,2.4424455151051148
5,0.05,2.4424455151051148
6,0.06,2.577963679199555
7,0.07,2.5882961886026497
8,0.08,2.6300420175933152
9,0.09,2.6778114247299065
10,0.1,2.6778114247299065
11,0.11,2.9594394093502467
12,0.12,3.086383063418181
13,0.13,3.2706864780438107
14,0.14,3.3234383690351623
15,0.15,3.3234383690351623
16,0.16,3.3501325191171283
17,0.17,3.528948391011649
18,0.18,3.6583050254066505
19,0.19,3.6583050254066505
20,0.2,3.6583050254066505
21,0.21,3.947174307260429
22,0.22,4.4238041602549165
23,0.23,4.477209619873319
24,0.24,4.477209619873319
25,0.25,4.595143607599803
26,0.26,4.604343094301705
27,0.27,4.641325584103023
28,0.28,5.490394262834056
29,0.29,5.490394262834056
30,0.3,5.556675910590361
31,0.31,6.277677657545719
32,0.32,6.5863552872647775
33,0.33,8.044593050394523
34,0.34,8.044593050394523
35,0.35000000000000003,8.339474518405492
36,0.36,9.346484142086805
37,0.37,9.689087546298113
38,0.38,9.944307388293872
39,0.39,9.944307388293872
40,0.4,10.902589134830023
41,0.41000000000000003,11.034208384390714
42,0.42,11.257114254937344
43,0.43,11.257114254937344
44,0.44,11.530553230965298
45,0.45,12.02515046986769
46,0.46,12.121737538968073
47,0.47000000000000003,13.026690338231735
48,0.48,13.026690338231735
49,0.49,13.639914321767893
50,0.5,14.027229155304973
51,0.51,14.339247922507571
52,0.52,14.95432269718214
53,0.53,14.95432269718214
54,0.54,15.10461618926814
55,0.55,15.78405762664718
56,0.56,15.942690096203455
57,0.5700000000000001,16.793643308838774
58,0.58,16.793643308838774
59,0.59,16.8947080935399
60,0.6,17.167197616966856
61,0.61,17.20156638096479
62,0.62,17.20156638096479
63,0.63,17.832104571614245
64,0.64,18.448821104444963
65,0.65,18.448821104444963
66,0.66,19.550492755533178
67,0.67,19.550492755533178
68,0.68,20.025380599686507
69,0.6900000000000001,21.136481255721055
70,0.7000000000000001,21.955123511566782
71,0.71,22.131468999885865
72,0.72,22.131468999885865
73,0.73,22.26465702278593
74,0.74,22.353894035665824
75,0.75,22.48842062089808
76,0.76,22.57855448096794
77,0.77,22.57855448096794
78,0.78,22.759907421815107
79,0.79,24.410187484056635
80,0.8,26.180126393469997
81,0.81,26.180126393469997
82,0.8200000000000001,26.285056654635955
83,0.8300000000000001,26.549225954329337
84,0.84,27.41254084254664
85,0.85,27.577510556825658
86,0.86,27.577510556825658
87,0.87,28.07840039842908
88,0.88,28.417371072605857
89,0.89,29.695651778726894
90,0.9,29.99409814075676
91,0.91,29.99409814075676
92,0.92,30.356195679214313
93,0.93,31.09355757096096
94,0.9400000000000001,31.21818092332617
95,0.9500000000000001,32.04049769614657
96,0.96,32.04049769614657
97,0.97,32.16891639591199
98,0.98,32.687758902651446
99,0.99,34.50142682173228
100,1.0,34.70905772168032
