,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.17852956265976133
1,0.01,0.17852956265976133
2,0.02,0.18140901077910365
3,0.03,0.2120356163010872
4,0.04,0.2120356163010872
5,0.05,0.2120356163010872
6,0.06,0.21331165471135655
7,0.07,0.22650211530662803
8,0.08,0.23480474489283593
9,0.09,0.2352748244621909
10,0.1,0.2352748244621909
11,0.11,0.23906949936495386
12,0.12,0.2503235590636258
13,0.13,0.25082470733001944
14,0.14,0.26106106130355294
15,0.15,0.26106106130355294
16,0.16,0.27225914326192013
17,0.17,0.27665032680799384
18,0.18,0.27887240663136104
19,0.19,0.28111233439584005
20,0.2,0.28111233439584005
21,0.21,0.29083449722346955
22,0.22,0.31317257360823153
23,0.23,0.3188607215817742
24,0.24,0.3188607215817742
25,0.25,0.3338709073468971
26,0.26,0.3433514034740295
27,0.27,0.34472756002487076
28,0.28,0.35664983115870835
29,0.29,0.35664983115870835
30,0.3,0.3616780458465515
31,0.31,0.371948144970086
32,0.32,0.37269278590095706
33,0.33,0.37719204237942566
34,0.34,0.37719204237942566
35,0.35000000000000003,0.39023708524878337
36,0.36,0.41354009911552286
37,0.37,0.4261342743665225
38,0.38,0.4286987666509311
39,0.39,0.4286987666509311
40,0.4,0.43300726232790815
41,0.41000000000000003,0.43387414373397
42,0.42,0.4435251499270041
43,0.43,0.4435251499270041
44,0.44,0.44977817314040464
45,0.45,0.4542985204456069
46,0.46,0.4588642980117241
47,0.47000000000000003,0.482390781698451
48,0.48,0.482390781698451
49,0.49,0.4980769318142944
50,0.5,0.5000732301419085
51,0.51,0.5061102606548165
52,0.52,0.5331242808517261
53,0.53,0.5331242808517261
54,0.54,0.5417228775491246
55,0.55,0.5482627148053126
56,0.56,0.55710547462353
57,0.5700000000000001,0.5672241716090891
58,0.58,0.5672241716090891
59,0.59,0.5915549650668688
60,0.6,0.5915549650668688
61,0.61,0.5975001932969285
62,0.62,0.5975001932969285
63,0.63,0.6156967893778944
64,0.64,0.6256271725359933
65,0.65,0.6319148322587597
66,0.66,0.6696496367029259
67,0.67,0.6696496367029259
68,0.68,0.680450208654683
69,0.6900000000000001,0.726875108577369
70,0.7000000000000001,0.7400773284532551
71,0.71,0.7641428050582931
72,0.72,0.7641428050582931
73,0.73,0.7656726204838353
74,0.74,0.7905703924151583
75,0.75,0.7937390080474679
76,0.76,0.7969203235293059
77,0.77,0.7969203235293059
78,0.78,0.7969203235293059
79,0.79,0.8065409791043656
80,0.8,0.82283419315433
81,0.81,0.82283419315433
82,0.8200000000000001,0.8361054314563258
83,0.8300000000000001,0.8361054314563258
84,0.84,0.8411371457701046
85,0.85,0.8428211040198946
86,0.86,0.8428211040198946
87,0.87,0.8478932335068007
88,0.88,0.8495907174577653
89,0.89,0.8598472254562445
90,0.9,0.8650218187900726
91,0.91,0.8650218187900726
92,0.92,0.8772172974768675
93,0.93,0.8772172974768675
94,0.9400000000000001,0.8807331949458154
95,0.9500000000000001,0.8807331949458154
96,0.96,0.8807331949458154
97,0.97,0.8860334808390791
98,0.98,0.8878073216415597
99,0.99,0.9148450890111297
100,1.0,0.9314614043519295
