,cdf,Number of Output Tokens
0,0.0,65.03989765493789
1,0.01,65.03989765493789
2,0.02,70.03540615115575
3,0.03,72.02411011477574
4,0.04,72.02411011477574
5,0.05,72.02411011477574
6,0.06,80.07798409094674
7,0.07,82.02310443674119
8,0.08,83.01331137924744
9,0.09,89.03245768467185
10,0.1,89.03245768467185
11,0.11,89.03245768467185
12,0.12,98.98823767054662
13,0.13,104.06347487863825
14,0.14,104.89932188646694
15,0.15,104.89932188646694
16,0.16,108.09398292749972
17,0.17,108.96220333143697
18,0.18,128.12432962288904
19,0.19,133.08674455668097
20,0.2,133.08674455668097
21,0.21,136.0470984161514
22,0.22,139.07330177102023
23,0.23,139.07330177102023
24,0.24,139.07330177102023
25,0.25,141.88276977462596
26,0.26,150.95792752571776
27,0.27,160.9351025012422
28,0.28,182.18109776244162
29,0.29,182.18109776244162
30,0.3,204.99821552289328
31,0.31,204.99821552289328
32,0.32,233.92517946082506
33,0.33,264.80702672134765
34,0.34,264.80702672134765
35,0.35000000000000003,268.0038547137111
36,0.36,318.3022557086943
37,0.37,375.7791021006508
38,0.38,378.79739298956946
39,0.39,378.79739298956946
40,0.4,385.677483409021
41,0.41000000000000003,418.635876529482
42,0.42,427.0928850659405
43,0.43,427.0928850659405
44,0.44,519.5700197048338
45,0.45,551.6984464458608
46,0.46,610.9417617441565
47,0.47000000000000003,620.795452531684
48,0.48,620.795452531684
49,0.49,638.4233702506511
50,0.5,647.4241589428187
51,0.51,676.5468321464293
52,0.52,701.3462373856697
53,0.53,701.3462373856697
54,0.54,701.3462373856697
55,0.55,738.7811263706313
56,0.56,759.759329182648
57,0.5700000000000001,792.3488206768578
58,0.58,792.3488206768578
59,0.59,793.9351046021368
60,0.6,795.5245642710101
61,0.61,803.5197217398937
62,0.62,803.5197217398937
63,0.63,808.3553340121885
64,0.64,816.4794429039895
65,0.65,831.3091447360641
66,0.66,839.6639433381404
67,0.67,839.6639433381404
68,0.68,861.7814954733949
69,0.6900000000000001,898.7471761012466
70,0.7000000000000001,911.4181305128837
71,0.71,950.5129494524176
72,0.72,950.5129494524176
73,0.73,963.9137217390451
74,0.74,1003.2518003545797
75,0.75,1029.6784132574926
76,0.76,1067.422159917951
77,0.77,1067.422159917951
78,0.78,1095.5390815264377
79,0.79,1104.338548047436
80,0.8,1165.6123540114015
81,0.81,1165.6123540114015
82,0.8200000000000001,1235.2169146119252
83,0.8300000000000001,1240.167678848081
84,0.84,1252.6315754083294
85,0.85,1267.7537107004473
86,0.86,1267.7537107004473
87,0.87,1319.4917387126382
88,0.88,1324.780277456438
89,0.89,1370.5972978868813
90,0.9,1381.6060562597204
91,0.91,1381.6060562597204
92,0.92,1496.6760132789398
93,0.93,1499.6723616538727
94,0.9400000000000001,1533.0307616850064
95,0.9500000000000001,1589.2253210219117
96,0.96,1589.2253210219117
97,0.97,1611.6309564752992
98,0.98,1640.902981332246
99,0.99,1895.052867734352
100,1.0,2000.1991581670443
