ttft,prompt_length,prompt_length_bin,prompt_length_bin_mid
16.328000000008615,975,"(945.735, 980.853]",963.294
30.468999999997322,981,"(980.853, 986.706]",983.7795
37.98500000000058,990,"(986.706, 992.559]",989.6324999999999
23.563000000009197,1000,"(998.412, 1004.265]",1001.3385000000001
36.078000000008615,1001,"(998.412, 1004.265]",1001.3385000000001
40.23500000000058,1016,"(1015.971, 1021.824]",1018.8975
19.25,1027,"(1021.824, 1027.677]",1024.7504999999999
27.64100000000326,1043,"(1039.383, 1045.236]",1042.3095
12.468999999997322,1042,"(1039.383, 1045.236]",1042.3095
17.469000000011874,1074,"(1068.648, 1074.501]",1071.5745
13.985000000000582,1098,"(1097.913, 1103.766]",1100.8395
19.062999999994645,1154,"(1150.59, 1156.443]",1153.5165
32.48399999999674,1176,"(1174.002, 1179.855]",1176.9285
27.046999999991385,1247,"(1244.238, 1250.091]",1247.1644999999999
29.953000000008615,1253,"(1250.091, 1255.944]",1253.0175
35.59300000000803,1325,"(1320.327, 1326.18]",1323.2535
16.875,1325,"(1320.327, 1326.18]",1323.2535
23.155999999988126,1405,"(1402.269, 1408.122]",1405.1955
18.688000000009197,1474,"(1472.505, 1478.358]",1475.4315000000001
39.4380000000092,1484,"(1478.358, 1484.211]",1481.2845
25.718999999997322,1493,"(1490.064, 1495.917]",1492.9904999999999
15.922000000005937,1569,"(1566.153, 1572.006]",1569.0795
20.843999999997322,1588,"(1583.712, 1589.565]",1586.6385
34.546000000002095,1595,"(1589.565, 1595.418]",1592.4915
23.093000000008033,1691,"(1689.066, 1694.919]",1691.9925
29.281000000002678,2115,"(2110.482, 2116.335]",2113.4085
45.51600000000326,2251,"(2250.954, 2256.807]",2253.8805
47.21899999999732,2360,"(2356.308, 2362.161]",2359.2345
34.28100000000268,2484,"(2479.221, 2485.074]",2482.1475
26.031000000002678,2496,"(2490.927, 2496.78]",2493.8535
34.60899999999674,2650,"(2648.958, 2654.811]",2651.8845
21.5,2655,"(2654.811, 2660.664]",2657.7375
20.75,2749,"(2748.459, 2754.312]",2751.3855
24.171999999991385,2940,"(2935.755, 2941.608]",2938.6815
37.85899999999674,3426,"(3421.554, 3427.407]",3424.4805
35.453000000008615,3588,"(3585.438, 3591.291]",3588.3645
13.312000000005355,3731,"(3725.91, 3731.763]",3728.8365
29.062000000005355,3988,"(3983.442, 3989.295]",3986.3685
53.0630000000092,4861,"(4855.539, 4861.392]",4858.4655
22.0,5042,"(5036.982, 5042.835]",5039.9085
32.98399999999674,5408,"(5405.721, 5411.574]",5408.647499999999
47.14100000000326,6387,"(6383.172, 6389.025]",6386.0985
44.21899999999732,6906,"(6904.089, 6909.942]",6907.0154999999995
34.73399999999674,7072,"(7067.973, 7073.826]",7070.8994999999995
50.60899999999674,7206,"(7202.592, 7208.445]",7205.5185
32.437999999994645,7737,"(7735.215, 7741.068]",7738.1415
29.40700000000652,7860,"(7858.128, 7863.981]",7861.0545
37.687000000005355,9347,"(9344.79, 9350.643]",9347.7165
22.937000000005355,9538,"(9537.939, 9543.792]",9540.8655
37.828000000008615,9564,"(9561.351, 9567.204]",9564.2775
35.53199999999197,9650,"(9649.146, 9654.999]",9652.0725
38.35900000001129,9879,"(9877.413, 9883.266]",9880.3395
48.328000000008615,10034,"(10029.591, 10035.444]",10032.5175
21.796999999991385,11978,"(11972.787, 11978.64]",11975.7135
20.703000000008615,12880,"(12874.149, 12880.002]",12877.075499999999
29.23399999999674,13867,"(13863.306, 13869.159]",13866.2325
32.71899999999732,13921,"(13915.983, 13921.836]",13918.9095
23.922000000005937,14880,"(14875.875, 14881.728]",14878.8015
14.15700000000652,15020,"(15016.347, 15022.2]",15019.2735
26.156000000002678,16940,"(16936.131, 16941.984]",16939.057500000003
28.046000000002095,16989,"(16988.808, 16994.661]",16991.7345
33.625,17137,"(17135.133, 17140.986]",17138.059500000003
33.25,17656,"(17650.197, 17656.05]",17653.1235
42.60899999999674,18557,"(18551.559, 18557.412]",18554.485500000003
20.73399999999674,18892,"(18891.033, 18896.886]",18893.959499999997
28.5,19280,"(19277.331, 19283.184]",19280.2575
38.328999999997905,20020,"(20014.809, 20020.662]",20017.735500000003
25.98399999999674,20230,"(20225.517, 20231.37]",20228.4435
28.328000000008615,22020,"(22016.535, 22022.388]",22019.461499999998
33.21899999999732,22204,"(22203.831, 22209.684]",22206.7575
35.312000000005355,23972,"(23971.437, 23977.29]",23974.3635
36.26499999999942,24900,"(24896.211, 24902.064]",24899.137499999997
20.843000000008033,25720,"(25715.631, 25721.484]",25718.557500000003
34.312000000005355,26900,"(26897.937, 26903.79]",26900.8635
24.969000000011874,27543,"(27541.767, 27547.62]",27544.6935
53.719000000011874,27669,"(27664.68, 27670.533]",27667.6065
24.296999999991385,28713,"(28712.367, 28718.22]",28715.2935
40.34399999999732,28993,"(28987.458, 28993.311]",28990.3845
22.25,29016,"(29010.87, 29016.723]",29013.7965
27.89100000000326,30240,"(30234.147, 30240.0]",30237.0735
