,cdf,Normalized End to End Latency
0,0.0,0.02092100106236009
1,0.01,0.02092100106236009
2,0.02,0.021644545901765355
3,0.03,0.021644545901765355
4,0.04,0.022663450498027784
5,0.05,0.022663450498027784
6,0.06,0.028467229757745738
7,0.07,0.029451758037343144
8,0.08,0.029451758037343144
9,0.09,0.033339858905148255
10,0.1,0.033339858905148255
11,0.11,0.03340660536942283
12,0.12,0.03340660536942283
13,0.13,0.03540148135018221
14,0.14,0.036699153056495896
15,0.15,0.036699153056495896
16,0.16,0.03804439203381469
17,0.17,0.03804439203381469
18,0.18,0.039835309989829766
19,0.19,0.04121299898680164
20,0.2,0.04121299898680164
21,0.21,0.04121299898680164
22,0.22,0.04121299898680164
23,0.23,0.0412955074932817
24,0.24,0.0412955074932817
25,0.25,0.04146102038352242
26,0.26,0.04204555707316023
27,0.27,0.04204555707316023
28,0.28,0.04229858883613699
29,0.29,0.04229858883613699
30,0.3,0.04349968662219686
31,0.31,0.04349968662219686
32,0.32,0.049737231562209806
33,0.33,0.05281281125300059
34,0.34,0.05281281125300059
35,0.35000000000000003,0.05442120135069811
36,0.36,0.05442120135069811
37,0.37,0.05630333783518858
38,0.38,0.05686919597739268
39,0.39,0.05686919597739268
40,0.4,0.05721143696357326
41,0.41000000000000003,0.05721143696357326
42,0.42,0.06373627465409604
43,0.43,0.06373627465409604
44,0.44,0.06687023011670269
45,0.45,0.06700410445127065
46,0.46,0.06700410445127065
47,0.47000000000000003,0.06904468391575412
48,0.48,0.06904468391575412
49,0.49,0.07100525563391903
50,0.5,0.07229492284931895
51,0.51,0.07229492284931895
52,0.52,0.07331417019270454
53,0.53,0.07331417019270454
54,0.54,0.07405099009961516
55,0.55,0.07405099009961516
56,0.56,0.07494495534269678
57,0.5700000000000001,0.07942029456495353
58,0.58,0.07942029456495353
59,0.59,0.08216701514994046
60,0.6,0.08216701514994046
61,0.61,0.08500873001835729
62,0.62,0.08500873001835729
63,0.63,0.0943257287701257
64,0.64,0.0945145690679638
65,0.65,0.0945145690679638
66,0.66,0.09700417330247595
67,0.67,0.09700417330247595
68,0.68,0.1042460557379049
69,0.6900000000000001,0.1046638751819251
70,0.7000000000000001,0.1046638751819251
71,0.71,0.11202858358500128
72,0.72,0.11202858358500128
73,0.73,0.11202858358500128
74,0.74,0.11202858358500128
75,0.75,0.11452052409261221
76,0.76,0.11452052409261221
77,0.77,0.11452052409261221
78,0.78,0.11544036304195938
79,0.79,0.11544036304195938
80,0.8,0.11706789480646827
81,0.81,0.11706789480646827
82,0.8200000000000001,0.1280926837875271
83,0.8300000000000001,0.13305387303868366
84,0.84,0.13305387303868366
85,0.85,0.1506191022032923
86,0.86,0.1506191022032923
87,0.87,0.15834151134745428
88,0.88,0.16089535262881202
89,0.89,0.16089535262881202
90,0.9,0.19417391618468258
91,0.91,0.19417391618468258
92,0.92,0.21161196871607005
93,0.93,0.21161196871607005
94,0.9400000000000001,0.35239560815532
95,0.9500000000000001,0.40616296823187664
96,0.96,0.40616296823187664
97,0.97,0.7811402386470111
98,0.98,0.7811402386470111
99,0.99,0.8632935034678146
100,1.0,15.47151224189346
