ttft,prompt_length
6.625,975
10.796999999991385,981
18.25,990
4.780999999988126,1000
19.953999999997905,1001
10.10899999999674,1016
8.468999999997322,1024
12.23399999999674,1027
10.406000000002678,1042
11.812000000005355,1043
11.5,1074
15.343000000008033,1098
10.656000000002678,1154
11.562999999994645,1176
13.281000000002678,1247
21.906000000002678,1253
15.0,1325
22.671999999991385,1325
7.062999999994645,1405
7.625,1474
9.03200000000652,1484
13.889999999999418,1493
8.73399999999674,1569
15.264999999999418,1588
14.51600000000326,1595
11.235000000000582,1691
15.531000000002678,2115
7.139999999999418,2251
23.797000000005937,2360
16.296999999991385,2484
14.312999999994645,2496
14.968000000008033,2650
17.687999999994645,2655
9.264999999999418,2749
21.452999999994063,2939
17.202999999994063,2940
13.797000000005937,3021
27.421999999991385,3426
9.26600000000326,3455
10.577999999994063,3588
17.656999999991967,3731
19.094000000011874,3988
19.26600000000326,4861
9.968999999997322,5042
19.35899999999674,5408
30.953000000008615,5798
19.422000000005937,6387
18.156000000002678,6906
21.5,7072
20.625,7206
20.702999999994063,7737
23.328999999997905,7860
23.98399999999674,9347
16.687999999994645,9538
27.827999999994063,9564
21.952999999994063,9650
11.468999999997322,9879
17.594000000011874,10034
19.187999999994645,10453
14.468999999997322,10991
10.875,11978
10.922000000005937,12880
12.781000000002678,13867
24.75,13921
16.468999999997322,14155
14.687999999994645,14880
26.406000000002678,14907
19.843999999997322,15020
15.25,16413
12.797000000005937,16940
19.139999999999418,16989
13.312000000005355,17137
23.188000000009197,17656
15.171000000002095,18557
16.90700000000652,18892
9.203000000008615,19280
11.71799999999348,20020
10.313000000009197,20230
19.96799999999348,22020
12.218999999997322,22204
23.531000000002678,23494
16.15700000000652,23972
19.313000000009197,24900
15.031000000002678,25720
18.014999999999418,26900
11.60899999999674,27543
19.843999999997322,27669
10.281000000002678,28713
12.640999999988708,28993
9.844000000011874,29016
15.718999999997322,30240
