,cdf,Number of Total Tokens
0,0.0,1677.4028858868614
1,0.01,1677.4028858868614
2,0.02,1680.761049822571
3,0.03,1694.261070805029
4,0.04,1707.8695251466188
5,0.05,1721.5872837936422
6,0.06,1745.8590195705833
7,0.07,1781.1277231379006
8,0.08,1791.8466175763326
9,0.09,1806.2388876358893
10,0.1,1853.816949172257
11,0.11,1853.816949172257
12,0.12,1876.1967703922878
13,0.13,1883.7165895924384
14,0.14,1898.8467673694558
15,0.15,1944.9703745342133
16,0.16,1992.2143391572147
17,0.17,2085.996687658305
18,0.18,2128.136630227962
19,0.19,2153.828118989874
20,0.2,2223.8652599966845
21,0.21,2223.8652599966845
22,0.22,2259.733295212631
23,0.23,2277.8836723309932
24,0.24,2532.600988519919
25,0.25,2558.0540601389266
26,0.26,2573.448526847987
27,0.27,2716.2353434189927
28,0.28,2782.2135856341033
29,0.29,3026.0159692116044
30,0.3,3297.7714473353544
31,0.31,3297.7714473353544
32,0.32,3793.3402675119823
33,0.33,3885.4817395610157
34,0.34,3979.861358012067
35,0.35000000000000003,3995.812690157074
36,0.36,4035.971288783434
37,0.37,4109.2765646671705
38,0.38,4183.913282993846
39,0.39,4302.718404383077
40,0.4,4717.349242550772
41,0.41000000000000003,4717.349242550772
42,0.42,4861.0139638388
43,0.43,5244.852272307681
44,0.44,5286.979388314761
45,0.45,5372.251444269419
46,0.46,5480.778158942876
47,0.47000000000000003,5591.497259419574
48,0.48,5937.25625870512
49,0.49,5937.25625870512
50,0.5,6130.321085985534
51,0.51,6130.321085985534
52,0.52,6509.399101345139
53,0.53,7237.292579505296
54,0.54,7237.292579505296
55,0.55,7731.069463458378
56,0.56,7840.065665426578
57,0.5700000000000001,7998.445551088953
58,0.58,9405.05462376957
59,0.59,9691.481276058712
60,0.6,9788.882314805822
61,0.61,9788.882314805822
62,0.62,10147.702204027551
63,0.63,10147.702204027551
64,0.64,10208.77146217486
65,0.65,10561.837928072315
66,0.66,11350.335844947005
67,0.67,12076.330188618102
68,0.68,12977.893085347234
69,0.6900000000000001,13946.762493579708
70,0.7000000000000001,13974.683940013301
71,0.71,13974.683940013301
72,0.72,14285.533902378094
73,0.73,14987.963205825512
74,0.74,15017.969138169508
75,0.75,15199.27046058446
76,0.76,16531.166180619566
77,0.77,17068.7186466641
78,0.78,17309.36135641383
79,0.79,17765.306505977398
80,0.8,17800.872685168546
81,0.81,17800.872685168546
82,0.8200000000000001,18638.838567138
83,0.8300000000000001,19053.43701472999
84,0.84,19360.744009502767
85,0.85,20312.724805023114
86,0.86,20640.342463225817
87,0.87,22181.2548637633
88,0.88,22765.530352507358
89,0.89,23932.744452141396
90,0.9,24124.974366266204
91,0.91,24124.974366266204
92,0.92,25009.296023345265
93,0.93,25874.232984101232
94,0.9400000000000001,27092.24767620505
95,0.9500000000000001,27584.32369660044
96,0.96,27750.32720663427
97,0.97,28825.1319572475
98,0.98,29056.657959284556
99,0.99,29173.11739353072
100,1.0,30546.425178987578
