,cdf,Time per Output Token
0,0.0,0.023213953100834992
1,0.01,0.023213953100834992
2,0.02,0.023730319444339266
3,0.03,0.024258171733367175
4,0.04,0.024355398777161173
5,0.05,0.024453015508115003
6,0.06,0.024698772482012597
7,0.07,0.024698772482012597
8,0.08,0.02489715520083118
9,0.09,0.02514737585434463
10,0.1,0.02514737585434463
11,0.11,0.02514737585434463
12,0.12,0.025400111268076248
13,0.13,0.02560412720187722
14,0.14,0.025655386715794894
15,0.15,0.025655386715794894
16,0.16,0.025706748851362038
17,0.17,0.025706748851362038
18,0.18,0.02601708825337182
19,0.19,0.02617366008084974
20,0.2,0.026595806952064222
21,0.21,0.026595806952064222
22,0.22,0.02670240326590385
23,0.23,0.02670240326590385
24,0.24,0.026755861530700437
25,0.25,0.02686309934521446
26,0.26,0.02702476249964745
27,0.27,0.02718739854909769
28,0.28,0.027296365969166802
29,0.29,0.027460636538635508
30,0.3,0.027570699099849907
31,0.31,0.027570699099849907
32,0.32,0.027681202793132183
33,0.33,0.02779214938654495
34,0.34,0.027903540655237234
35,0.35000000000000003,0.028071465225079487
36,0.36,0.02858132675667759
37,0.37,0.028926368905165502
38,0.38,0.028926368905165502
39,0.39,0.02904230613931724
40,0.4,0.02910044889435089
41,0.41000000000000003,0.02910044889435089
42,0.42,0.029866982578078374
43,0.43,0.029926776336993432
44,0.44,0.03010687681618519
45,0.45,0.03127295366952141
46,0.46,0.031650489926517374
47,0.47000000000000003,0.0319047094529386
48,0.48,0.03196858274513668
49,0.49,0.032096713208914295
50,0.5,0.03216097089301623
51,0.51,0.03216097089301623
52,0.52,0.03222535722113038
53,0.53,0.032549227554047225
54,0.54,0.03261439117277405
55,0.55,0.03261439117277405
56,0.56,0.032679685249196025
57,0.5700000000000001,0.03294217136321616
58,0.58,0.03347348546025249
59,0.59,0.033540499445157905
60,0.6,0.033540499445157905
61,0.61,0.033540499445157905
62,0.62,0.033674930169957415
63,0.63,0.03387758718159356
64,0.64,0.034631153183201334
65,0.65,0.034700484821205746
66,0.66,0.03476995526128824
67,0.67,0.03511939923823797
68,0.68,0.03540148135018221
69,0.6900000000000001,0.03575727227196959
70,0.7000000000000001,0.03618894453665566
71,0.71,0.03618894453665566
72,0.72,0.0364067309824493
73,0.73,0.03796837926251835
74,0.74,0.038120556982831344
75,0.75,0.03827334463327591
76,0.76,0.038349967945855046
77,0.77,0.03842674465845936
78,0.78,0.03842674465845936
79,0.79,0.03873539166050142
80,0.8,0.03943894190131432
81,0.81,0.03943894190131432
82,0.8200000000000001,0.03991506036017978
83,0.8300000000000001,0.040155270712838094
84,0.84,0.0406400369029393
85,0.85,0.042383270695668794
86,0.86,0.04263833483208122
87,0.87,0.04341277416141325
88,0.88,0.04358677308190096
89,0.89,0.04482444975364467
90,0.9,0.04500410668686874
91,0.91,0.04500410668686874
92,0.92,0.045729964009496867
93,0.93,0.045821515488995365
94,0.9400000000000001,0.04600516867366751
95,0.9500000000000001,0.048074590202743524
96,0.96,0.04836390491659591
97,0.97,0.05270729115059698
98,0.98,0.055520582913985525
99,0.99,0.05585470789541409
100,1.0,0.05641605723025402
