,cdf,Output Throughput
0,0.0,0.8719697503269105
1,0.01,0.8719697503269105
2,0.02,2.196795620247877
3,0.03,2.3702603173667263
4,0.04,2.6778114247299065
5,0.05,2.9124651592566972
6,0.06,2.9124651592566972
7,0.07,3.098753323822401
8,0.08,3.2059225252080576
9,0.09,3.7848261088965587
10,0.1,5.912094052908851
11,0.11,6.252617093104983
12,0.12,6.252617093104983
13,0.13,6.29024558078405
14,0.14,6.573195736241272
15,0.15,7.322854153566432
16,0.16,8.389661793508544
17,0.17,8.490944248132271
18,0.18,8.490944248132271
19,0.19,8.714603848589803
20,0.2,8.944154857048025
21,0.21,9.290573119398362
22,0.22,9.535295709864458
23,0.23,9.650408592699073
24,0.24,9.650408592699073
25,0.25,10.004152608697645
26,0.26,10.226682898130607
27,0.27,10.454163105028046
28,0.28,10.990159692286051
29,0.29,11.484523124284905
30,0.3,11.484523124284905
31,0.31,11.530553230965298
32,0.32,11.553637421617882
33,0.33,11.73998246750052
34,0.34,11.857971292390696
35,0.35000000000000003,12.001124195202623
36,0.36,12.001124195202623
37,0.37,12.121737538968073
38,0.38,12.61643520070953
39,0.39,12.743232524960709
40,0.4,12.768744501987658
41,0.41000000000000003,13.88765584687896
42,0.42,13.88765584687896
43,0.43,14.835165340816452
44,0.44,14.864865371528799
45,0.45,14.984261281160485
46,0.46,15.409749779612914
47,0.47000000000000003,16.00658858967672
48,0.48,16.00658858967672
49,0.49,17.619398037530317
50,0.5,18.228758196037194
51,0.51,18.821512138145472
52,0.52,19.01067154327947
53,0.53,19.01067154327947
54,0.54,19.125078488289084
55,0.55,19.317288786985227
56,0.56,20.025380599686507
57,0.5700000000000001,20.105642565755424
58,0.58,20.186226222748783
59,0.59,20.186226222748783
60,0.6,20.800988542652856
61,0.61,20.884359154676908
62,0.62,21.606636747685542
63,0.63,21.78018315958325
64,0.64,21.78018315958325
65,0.65,21.78018315958325
66,0.66,22.443488711565614
67,0.67,22.623756792241156
68,0.68,22.66904959863203
69,0.6900000000000001,23.034671690915182
70,0.7000000000000001,23.35942517292192
71,0.71,23.35942517292192
72,0.72,23.83131702254522
73,0.73,24.557088921536373
74,0.74,24.7543336255018
75,0.75,25.10333169881963
76,0.76,26.549225954329337
77,0.77,26.549225954329337
78,0.78,26.923529251938415
79,0.79,26.977430211401757
80,0.8,27.085556075850388
81,0.81,30.235013382273646
82,0.8200000000000001,30.47786367625726
83,0.8300000000000001,30.47786367625726
84,0.84,30.784171401186107
85,0.85,30.784171401186107
86,0.86,31.155806935467375
87,0.87,31.406053124477214
88,0.88,32.29784979936916
89,0.89,32.29784979936916
90,0.9,33.61595050264383
91,0.91,35.339477729628165
92,0.92,35.766106256221086
93,0.93,36.48862977339375
94,0.9400000000000001,38.35944246645889
95,0.9500000000000001,38.35944246645889
96,0.96,38.51318757279229
97,0.97,39.448685457506215
98,0.98,40.81300319254295
99,0.99,41.804364348595875
100,1.0,47.60799873003938
