,cdf,End to End Latency
0,0.0,16.102916849117836
1,0.01,16.102916849117836
2,0.02,16.793643308838774
3,0.03,20.9261696835151
4,0.04,22.623756792241156
5,0.05,23.594191377547254
6,0.06,23.594191377547254
7,0.07,24.508023808806044
8,0.08,24.853549292121386
9,0.09,25.355624461280854
10,0.1,25.457250108795368
11,0.11,25.86784222506631
12,0.12,25.86784222506631
13,0.13,26.390407477549488
14,0.14,26.76247167863341
15,0.15,27.031439080693858
16,0.16,27.031439080693858
17,0.17,27.522410635633197
18,0.18,27.522410635633197
19,0.19,27.743473065124977
20,0.2,27.743473065124977
21,0.21,27.85466923853611
22,0.22,29.165911832551437
23,0.23,29.99409814075676
24,0.24,29.99409814075676
25,0.25,30.722664565219695
26,0.26,31.031432580809184
27,0.27,31.912591645369606
28,0.28,32.29784979936916
29,0.29,32.42729996945664
30,0.3,32.42729996945664
31,0.31,32.687758902651446
32,0.32,32.81877183311004
33,0.33,33.01627645128441
34,0.34,33.68324970284932
35,0.35000000000000003,33.88595678175108
36,0.36,33.88595678175108
37,0.37,33.88595678175108
38,0.38,33.953796535067895
39,0.39,34.57049874730132
40,0.4,34.70905772168032
41,0.41000000000000003,35.48111878100839
42,0.42,35.48111878100839
43,0.43,35.55215205184124
44,0.44,35.623327531424515
45,0.45,36.34296672605789
46,0.46,36.48862977339375
47,0.47000000000000003,36.708219736349946
48,0.48,36.708219736349946
49,0.49,36.78170966575206
50,0.5,37.524749739640455
51,0.51,38.66754889135929
52,0.52,39.92492154343608
53,0.53,39.92492154343608
54,0.54,40.004851316295785
55,0.55,40.487801599381925
56,0.56,41.471263502693624
57,0.5700000000000001,41.55428905525158
58,0.58,42.393741660651905
59,0.59,42.393741660651905
60,0.6,42.819805990397306
61,0.61,43.77228084691059
62,0.62,44.212199730451246
63,0.63,44.30071264282453
64,0.64,44.56731601786451
65,0.65,44.56731601786451
66,0.66,44.65653987375613
67,0.67,45.0152251403878
68,0.68,46.66529688287211
69,0.6900000000000001,46.94613041587921
70,0.7000000000000001,47.3232058756696
71,0.71,47.3232058756696
72,0.72,48.47270197777481
73,0.73,49.05787863440143
74,0.74,49.45191584212306
75,0.75,49.94891602546512
76,0.76,49.94891602546512
77,0.77,49.94891602546512
78,0.78,49.94891602546512
79,0.79,50.45091114536392
80,0.8,51.05996932250756
81,0.81,51.2646182930898
82,0.8200000000000001,51.2646182930898
83,0.8300000000000001,51.2646182930898
84,0.84,51.470087499205164
85,0.85,53.46358812161941
86,0.86,55.202091220817465
87,0.87,56.54296801714225
88,0.88,56.88324575103979
89,0.89,56.88324575103979
90,0.9,58.14854483592783
91,0.91,58.85053110173148
92,0.92,60.76420420719298
93,0.93,64.0075398344503
94,0.9400000000000001,64.65082651993593
95,0.9500000000000001,64.65082651993593
96,0.96,67.1548335882953
97,0.97,70.31610890055644
98,0.98,70.7392739205802
99,0.99,77.24644914806974
100,1.0,83.84760930831112
