,cdf,Number of Output Tokens
0,0.0,13.999202723426244
1,0.01,13.999202723426244
2,0.02,28.022299698332315
3,0.03,38.97813005423709
4,0.04,42.99142828733044
5,0.05,48.95986089487216
6,0.06,50.95795140178327
7,0.07,51.98737065170029
8,0.08,54.98172381112103
9,0.09,70.03540615115575
10,0.1,134.96306318989895
11,0.11,162.87795819884124
12,0.12,176.091055785056
13,0.13,218.11038656041768
14,0.14,226.10541012151884
15,0.15,226.10541012151884
16,0.16,238.17395840139497
17,0.17,280.059303325453
18,0.18,311.9994466762123
19,0.19,335.96313577909575
20,0.2,361.0445879385174
21,0.21,361.0445879385174
22,0.22,364.67314758771215
23,0.23,381.83992705709807
24,0.24,392.6825367903506
25,0.25,403.02617075126125
26,0.26,417.7994412117407
27,0.27,422.8432384455084
28,0.28,425.3879251504675
29,0.29,425.3879251504675
30,0.3,426.23955262824626
31,0.31,445.4128179847865
32,0.32,448.0933292785489
33,0.33,451.69245441772284
34,0.34,452.5967436157564
35,0.35000000000000003,460.81725034905185
36,0.36,462.6642114256402
37,0.37,469.1870660022758
38,0.38,470.12637944772524
39,0.39,477.7089024707267
40,0.4,479.6235654919891
41,0.41000000000000003,480.5837728303115
42,0.42,485.4137216632423
43,0.43,485.4137216632423
44,0.44,503.2069785676056
45,0.45,510.3014238739115
46,0.46,526.8951587521594
47,0.47000000000000003,537.5391505961602
48,0.48,539.6936139708303
49,0.49,549.4960596360836
50,0.5,550.5961518475673
51,0.51,558.3587116917573
52,0.52,565.0993816105905
53,0.53,569.6383096811354
54,0.54,589.3390332779063
55,0.55,596.4537067135088
56,0.56,610.9417617441565
57,0.5700000000000001,615.8488998548819
58,0.58,615.8488998548819
59,0.59,672.4997033323336
60,0.6,705.5669657397743
61,0.61,747.6999085277857
62,0.62,795.5245642710101
63,0.63,824.6852004749147
64,0.64,831.3091447360641
65,0.65,832.9734273081084
66,0.66,856.6262858765657
67,0.67,856.6262858765657
68,0.68,863.5067837526209
69,0.6900000000000001,944.826944931938
70,0.7000000000000001,1013.3346519534203
71,0.71,1027.6211137305045
72,0.72,1027.6211137305045
73,0.73,1029.6784132574926
74,0.74,1061.0368000656206
75,0.75,1110.98449946745
76,0.76,1142.5316753750576
77,0.77,1193.9254581789833
78,0.78,1215.61070538073
79,0.79,1235.2169146119252
80,0.8,1240.167678848081
81,0.81,1265.2207362534932
82,0.8200000000000001,1285.6270903344746
83,0.8300000000000001,1295.9533605065296
84,0.84,1322.133363815166
85,0.85,1351.542623312366
86,0.86,1351.542623312366
87,0.87,1472.9197460836535
88,0.88,1514.7443245091526
89,0.89,1576.5622341167405
90,0.9,1624.575718451248
91,0.91,1718.1475489608877
92,0.92,1759.8819131872033
93,0.93,1914.098472068747
94,0.9400000000000001,1972.391468700666
95,0.9500000000000001,2462.6717160011576
96,0.96,2502.391386713125
97,0.97,2604.51595126415
98,0.98,3181.163178623857
99,0.99,3846.8205374650674
100,1.0,4060.259917633029
