,cdf,Time per Output Token
0,0.0,0.017650311524103825
1,0.01,0.017650311524103825
2,0.02,0.017863391254852673
3,0.03,0.017863391254852673
4,0.04,0.017899153799907433
5,0.05,0.017934987941648994
6,0.06,0.01807904334652525
7,0.07,0.018297298853416077
8,0.08,0.01833393008235185
9,0.09,0.018518189204716273
10,0.1,0.018555262656577566
11,0.11,0.018854534751150547
12,0.12,0.018930103952989618
13,0.13,0.01912035472437239
14,0.14,0.019158633712809566
15,0.15,0.019158633712809566
16,0.16,0.019196989335858235
17,0.17,0.01942874101419474
18,0.18,0.01942874101419474
19,0.19,0.01942874101419474
20,0.2,0.019860909887493217
21,0.21,0.020020434467290085
22,0.22,0.020181240362580743
23,0.23,0.020181240362580743
24,0.24,0.020221643246189514
25,0.25,0.020424874207613106
26,0.26,0.020506737348862922
27,0.27,0.020795850840385675
28,0.28,0.020795850840385675
29,0.29,0.020795850840385675
30,0.3,0.0213009888385126
31,0.31,0.021343633460811928
32,0.32,0.02142917900018838
33,0.33,0.021818396803331926
34,0.34,0.021949700745835708
35,0.35000000000000003,0.021949700745835708
36,0.36,0.021949700745835708
37,0.37,0.02284548533117115
38,0.38,0.02298297033153271
39,0.39,0.02298297033153271
40,0.4,0.02298297033153271
41,0.41000000000000003,0.023121282721859978
42,0.42,0.02354123417528636
43,0.43,0.02354123417528636
44,0.44,0.02377782759137498
45,0.45,0.02387312941007607
46,0.46,0.02387312941007607
47,0.47000000000000003,0.024016798811622882
48,0.48,0.024404158334272612
49,0.49,0.024453015508115003
50,0.5,0.024501970494117235
51,0.51,0.02460017468627383
52,0.52,0.02489715520083118
53,0.53,0.024996943298040815
54,0.54,0.025046987228567425
55,0.55,0.02560412720187722
56,0.56,0.025861453044505267
57,0.5700000000000001,0.025913227725275052
58,0.58,0.025913227725275052
59,0.59,0.025913227725275052
60,0.6,0.02601708825337182
61,0.61,0.02606917451614132
62,0.62,0.026226059800731324
63,0.63,0.026542668476635518
64,0.64,0.02670240326590385
65,0.65,0.02686309934521446
66,0.66,0.02686309934521446
67,0.67,0.027078866128275373
68,0.68,0.02718739854909769
69,0.6900000000000001,0.027405770131964907
70,0.7000000000000001,0.027625895694644402
71,0.71,0.027681202793132183
72,0.72,0.027681202793132183
73,0.73,0.027903540655237234
74,0.74,0.027959403599491964
75,0.75,0.02812766435465923
76,0.76,0.02812766435465923
77,0.77,0.028183975995008898
78,0.78,0.028183975995008898
79,0.79,0.028467229757745738
80,0.8,0.028524221208712196
81,0.81,0.028695881057752136
82,0.8200000000000001,0.028695881057752136
83,0.8300000000000001,0.028753330269078968
84,0.84,0.028868573962298034
85,0.85,0.028984279553624294
86,0.86,0.028984279553624294
87,0.87,0.029451758037343144
88,0.88,0.029451758037343144
89,0.89,0.02956980103744972
90,0.9,0.03047033585184701
91,0.91,0.031085877674358935
92,0.92,0.03146115549514405
93,0.93,0.03261439117277405
94,0.9400000000000001,0.03347348546025249
95,0.9500000000000001,0.033607647592195256
96,0.96,0.033674930169957415
97,0.97,0.03421806270723731
98,0.98,0.03428656733728183
99,0.99,0.03889064357572196
100,1.0,0.039517898741957595
