,cdf,Number of Total Tokens
0,0.0,1499.6723616538727
1,0.01,1499.6723616538727
2,0.02,1680.761049822571
3,0.03,1684.125936809203
4,0.04,1749.354232822977
5,0.05,1876.1967703922878
6,0.06,1898.8467673694558
7,0.07,2028.3988933331352
8,0.08,2052.8863189206368
9,0.09,2056.996201440999
10,0.1,2098.550295130396
11,0.11,2184.193786478932
12,0.12,2201.737423601138
13,0.13,2232.778538680761
14,0.14,2255.2183435738443
15,0.15,2255.2183435738443
16,0.16,2333.2142095154936
17,0.17,2337.8853090340435
18,0.18,2342.5657601031808
19,0.19,2532.600988519919
20,0.2,2547.8422776750804
21,0.21,2635.9584307279592
22,0.22,2689.208341211554
23,0.23,2765.5702784240657
24,0.24,2798.9570529004727
25,0.25,2798.9570529004727
26,0.26,2861.2164713094735
27,0.27,2901.5552277849656
28,0.28,3226.0126921290625
29,0.29,3226.0126921290625
30,0.3,3226.0126921290625
31,0.31,3763.11459917346
32,0.32,3808.544020885019
33,0.33,4175.553815894957
34,0.34,4251.394326775754
35,0.35000000000000003,4416.056126441172
36,0.36,4909.8679827400865
37,0.37,4989.057725427486
38,0.38,5110.243564434752
39,0.39,5171.935921608377
40,0.4,5203.060828860058
41,0.41000000000000003,5308.169665231578
42,0.42,5340.114432338265
43,0.43,5340.114432338265
44,0.44,5625.147102773261
45,0.45,5636.408658534569
46,0.46,5693.055526284359
47,0.47000000000000003,5854.713789046407
48,0.48,6179.560365595661
49,0.49,6561.683169006419
50,0.5,6614.387186910209
51,0.51,6925.755673770099
52,0.52,7427.929794804708
53,0.53,7442.8005251246295
54,0.54,7517.6019390349575
55,0.55,8014.458455095138
56,0.56,8358.23459001144
57,0.5700000000000001,8391.73449468092
58,0.58,8391.73449468092
59,0.59,9405.05462376957
60,0.6,9672.117677105549
61,0.61,10026.657458239642
62,0.62,10107.192455218807
63,0.63,10249.68834086406
64,0.64,10477.68027604377
65,0.65,10861.748646164475
66,0.66,11533.401902555197
67,0.67,12028.121333782155
68,0.68,13293.130340285921
69,0.6900000000000001,14429.105953080596
70,0.7000000000000001,14486.93798312097
71,0.71,14632.53417916445
72,0.72,14632.53417916445
73,0.73,15138.594790757443
74,0.74,15229.699430475519
75,0.75,15382.760505669345
76,0.76,16966.61292423324
77,0.77,17000.58011727475
78,0.78,17068.7186466641
79,0.79,17448.39167338199
80,0.8,17553.396758664672
81,0.81,17694.387189505742
82,0.8200000000000001,19053.43701472999
83,0.8300000000000001,19206.475901199872
84,0.84,19399.504257770037
85,0.85,20272.139940277837
86,0.86,20272.139940277837
87,0.87,20640.342463225817
88,0.88,22539.009465581486
89,0.89,22584.132607654727
90,0.9,23980.657854447956
91,0.91,24416.21812336743
92,0.92,25412.66322666797
93,0.93,26134.273435880415
94,0.9400000000000001,27364.529383251742
95,0.9500000000000001,28029.222725132087
96,0.96,28141.564186614123
97,0.97,29114.829446690535
98,0.98,29466.312195922867
99,0.99,29466.312195922867
100,1.0,30424.483483604086
