,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.058601121423206955
1,0.01,0.058601121423206955
2,0.02,0.06160566619420101
3,0.03,0.06580882000525025
4,0.04,0.08053999870261405
5,0.05,0.083492261533344
6,0.06,0.10157058917847128
7,0.07,0.10362245187800026
8,0.08,0.10508336925129749
9,0.09,0.107420821856104
10,0.1,0.10893529041054638
11,0.11,0.10959086713497894
12,0.12,0.1149795237292563
13,0.13,0.1280926837875271
14,0.14,0.13519985782005342
15,0.15,0.13519985782005342
16,0.16,0.1362857950016587
17,0.17,0.14793221202527218
18,0.18,0.15834151134745428
19,0.19,0.16089535262881202
20,0.2,0.1621876782908676
21,0.21,0.16645985701040752
22,0.22,0.16779687726240286
23,0.23,0.16779687726240286
24,0.24,0.16982257031483106
25,0.25,0.1753447785163178
26,0.26,0.17710702342810034
27,0.27,0.17746159204357204
28,0.28,0.17888697920162275
29,0.29,0.17888697920162275
30,0.3,0.18104655521311142
31,0.31,0.18507371712359524
32,0.32,0.1876829722009108
33,0.33,0.19071005283274098
34,0.34,0.21631902132589584
35,0.35000000000000003,0.21631902132589584
36,0.36,0.22290691853472738
37,0.37,0.22559791614791808
38,0.38,0.227865213658596
39,0.39,0.2329338000677104
40,0.4,0.23859183802756134
41,0.41000000000000003,0.24341171449791046
42,0.42,0.26580270879112106
43,0.43,0.26580270879112106
44,0.44,0.27720418131611796
45,0.45,0.28167512185208793
46,0.46,0.28280407912508504
47,0.47000000000000003,0.28794064466481617
48,0.48,0.31129916339298674
49,0.49,0.31505725807746504
50,0.5,0.32335616788108923
51,0.51,0.3259533931390539
52,0.52,0.3266059524846777
53,0.53,0.3279149930667399
54,0.54,0.3338709073468971
55,0.55,0.3474964421893278
56,0.56,0.3602342227531751
57,0.5700000000000001,0.371948144970086
58,0.58,0.371948144970086
59,0.59,0.3764384119251212
60,0.6,0.37719204237942566
61,0.61,0.3832756562127839
62,0.62,0.3848118296483327
63,0.63,0.3941590344718366
64,0.64,0.39653109854538615
65,0.65,0.41106628655534155
66,0.66,0.4227387990502186
67,0.67,0.4347427606383424
68,0.68,0.4356131165154961
69,0.6900000000000001,0.44977817314040464
70,0.7000000000000001,0.4552080269930455
71,0.71,0.4552080269930455
72,0.72,0.4552080269930455
73,0.73,0.45611935437441303
74,0.74,0.457947486227485
75,0.75,0.46254993652167997
76,0.76,0.5122201719684092
77,0.77,0.5236138909149227
78,0.78,0.5267650192423886
79,0.79,0.5278196038654965
80,0.8,0.5278196038654965
81,0.81,0.5395603133299307
82,0.8200000000000001,0.5460740434774185
83,0.8300000000000001,0.55710547462353
84,0.84,0.5821653993317715
85,0.85,0.586841403161745
86,0.86,0.586841403161745
87,0.87,0.6194020760935474
88,0.88,0.6369904279215228
89,0.89,0.6616618609077805
90,0.9,0.6709902766162451
91,0.91,0.6900435112012945
92,0.92,0.7415589647464548
93,0.93,0.8049295086166446
94,0.9400000000000001,0.8277860406508232
95,0.9500000000000001,0.8650218187900726
96,0.96,0.8737154355127502
97,0.97,0.8913656640546096
98,0.98,0.9258893668969445
99,0.99,0.9408227502341979
100,1.0,0.9464846573585621
