,cdf,Number of Prompt Tokens
0,0.0,975.5503705320581
1,0.01,975.5503705320581
2,0.02,975.5503705320581
3,0.03,979.4603881393836
4,0.04,979.4603881393836
5,0.05,981.4212697973203
6,0.06,985.3548180394457
7,0.07,989.3041319901912
8,0.08,995.2578019154606
9,0.09,999.2468071445744
10,0.1,1005.2603124674017
11,0.11,1011.3100072941727
12,0.12,1019.4329384625767
13,0.13,1027.6211137305045
14,0.14,1029.6784132574926
15,0.15,1048.3804442568558
16,0.16,1065.2894483097232
17,0.17,1073.8459471089386
18,0.18,1082.471172461127
19,0.19,1095.5390815264377
20,0.2,1106.5494360315151
21,0.21,1108.7647502177647
22,0.22,1128.9032249712284
23,0.23,1154.0143134582472
24,0.24,1182.0456974388467
25,0.25,1186.7833507976663
26,0.26,1208.3388760280434
27,0.27,1215.61070538073
28,0.28,1237.689821347885
29,0.29,1255.1393463300678
30,0.3,1303.7524571619513
31,0.31,1322.133363815166
32,0.32,1340.773413013072
33,0.33,1367.858841747247
34,0.34,1378.8456045988617
35,0.35000000000000003,1409.516359382029
36,0.36,1420.8377190891608
37,0.37,1443.7539713734884
38,0.38,1443.7539713734884
39,0.39,1493.6856516140465
40,0.4,1557.7565408661287
41,0.41000000000000003,1582.881114495084
42,0.42,1598.7893394994353
43,0.43,1627.8281222919913
44,0.44,1687.4975603063185
45,0.45,1781.1277231379006
46,0.46,1864.9732901399614
47,0.47000000000000003,1887.4877939760072
48,0.48,2098.550295130396
49,0.49,2219.421972763924
50,0.5,2246.2154849197154
51,0.51,2314.6229538183616
52,0.52,2337.8853090340435
53,0.53,2389.8887434906615
54,0.54,2418.740180434836
55,0.55,2517.4508733346483
56,0.56,2568.3067715495927
57,0.5700000000000001,2641.235624783471
58,0.58,2721.6732520144233
59,0.59,2901.5552277849656
60,0.6,2972.0349504213505
61,0.61,3026.0159692116044
62,0.62,3155.8153910838614
63,0.63,3226.0126921290625
64,0.64,3238.9425897629494
65,0.65,3278.044053439395
66,0.66,3344.264958280721
67,0.67,3398.203573831224
68,0.68,3494.697922730694
69,0.6900000000000001,3586.751611728787
70,0.7000000000000001,3763.11459917346
71,0.71,3924.531493327864
72,0.72,3979.861358012067
73,0.73,4117.503344576415
74,0.74,4150.575494572388
75,0.75,4337.278218073976
76,0.76,4496.264876579329
77,0.77,4614.700798010356
78,0.78,4651.766481801328
79,0.79,4880.496966215907
80,0.8,5039.198605957926
81,0.81,5049.28709165554
82,0.8200000000000001,5171.935921608377
83,0.8300000000000001,5350.805352122727
84,0.84,5591.497259419574
85,0.85,5715.873361241577
86,0.86,5866.434937773228
87,0.87,6081.474149278971
88,0.88,6154.891486560227
89,0.89,6204.32811779469
90,0.9,6241.666000582169
91,0.91,6380.504320625972
92,0.92,6470.459628992682
93,0.93,6667.514528133885
94,0.9400000000000001,6802.207301598134
95,0.9500000000000001,6898.107974122014
96,0.96,7009.365424917211
97,0.97,7208.40122079606
98,0.98,7266.299735127407
99,0.99,7339.327286013526
100,1.0,7593.155119905059
