,cdf,Output Throughput
0,0.0,1.6736379522860654
1,0.01,1.8645126544600101
2,0.02,2.1749371313575163
3,0.03,2.34667582532892
4,0.04,2.640583257602467
5,0.05,2.699319842255848
6,0.06,2.854794466123588
7,0.07,3.0373938766663113
8,0.08,3.1236427838057135
9,0.09,3.174023052514867
10,0.1,3.225215889001734
11,0.11,3.2706864780438107
12,0.12,3.3035574346399446
13,0.13,3.363559890509009
14,0.14,3.4729345041373763
15,0.15,3.6583050254066505
16,0.16,4.116486349339613
17,0.17,4.2759229949387665
18,0.18,4.414965390703957
19,0.19,4.5041536377956355
20,0.2,4.918482416538498
21,0.21,5.098773614152761
22,0.22,5.414064274349919
23,0.23,5.5234356645056994
24,0.24,5.601307621560588
25,0.25,5.888492902598986
26,0.26,6.007448390019206
27,0.27,6.252617093104983
28,0.28,6.481812143218157
29,0.29,6.868873660343622
30,0.3,7.948634802785942
31,0.31,9.611884045946328
32,0.32,10.708098135794422
33,0.33,10.815716347265234
34,0.34,11.438676770342003
35,0.35000000000000003,11.599944539232464
36,0.36,11.716525959073945
37,0.37,12.09751828314596
38,0.38,12.515906337201805
39,0.39,13.000662984908592
40,0.4,13.078901469636337
41,0.41000000000000003,13.263293886862
42,0.42,13.50419486160519
43,0.43,13.531230286753546
44,0.44,13.667221457547209
45,0.45,13.721999845374663
46,0.46,13.80457936278718
47,0.47000000000000003,13.9433177383876
48,0.48,14.253469997488642
49,0.49,14.512355523599844
50,0.5,14.716957440729296
51,0.51,15.044318380426558
52,0.52,15.07443713594293
53,0.53,15.502486240375733
54,0.54,15.689636795170529
55,0.55,15.879046686281892
56,0.56,16.167457533342063
57,0.5700000000000001,16.527083095347376
58,0.58,16.527083095347376
59,0.59,16.693183097513522
60,0.6,16.928531332966408
61,0.61,17.13289752182806
62,0.62,17.23600395129705
63,0.63,17.40922872890176
64,0.64,17.832104571614245
65,0.65,17.97533360818885
66,0.66,18.15598877486481
67,0.67,18.26525220643967
68,0.68,18.671540676742623
69,0.6900000000000001,18.746376436132614
70,0.7000000000000001,19.01067154327947
71,0.71,19.163366933711085
72,0.72,19.27869280539285
73,0.73,19.317288786985227
74,0.74,19.394712712560388
75,0.75,19.746978540127397
76,0.76,19.746978540127397
77,0.77,19.985369849237582
78,0.78,20.105642565755424
79,0.79,20.26713286000765
80,0.8,20.5118036244281
81,0.81,20.884359154676908
82,0.8200000000000001,21.010042023055906
83,0.8300000000000001,21.178796533510287
84,0.84,21.520382794854417
85,0.85,21.64989327771094
86,0.86,22.30923091071944
87,0.87,22.353894035665824
88,0.88,22.89687741106054
89,0.89,23.31275299475424
90,0.9,23.688757180096744
91,0.91,24.022732262610404
92,0.92,24.16730197981858
93,0.93,24.557088921536373
94,0.9400000000000001,25.003118897839112
95,0.9500000000000001,26.496180547827176
96,0.96,26.869735986699773
97,0.97,27.79901555374385
98,0.98,29.755102533038666
99,0.99,30.722664565219695
100,1.0,32.36251015932786
