,cdf,Time per Output Token
0,0.0,0.014742778553645742
1,0.01,0.018297298853416077
2,0.02,0.019467637392601538
3,0.03,0.019702656413555748
4,0.04,0.01998043359922357
5,0.05,0.020020434467290085
6,0.06,0.020384065268137352
7,0.07,0.020384065268137352
8,0.08,0.02046576484666739
9,0.09,0.020506737348862922
10,0.1,0.02063014767483993
11,0.11,0.02075430068885643
12,0.12,0.02087920086043729
13,0.13,0.02092100106236009
14,0.14,0.02104690444313434
15,0.15,0.021089040387965444
16,0.16,0.021089040387965444
17,0.17,0.021173565515246733
18,0.18,0.021215955035797776
19,0.19,0.021343633460811928
20,0.2,0.02142917900018838
21,0.21,0.02142917900018838
22,0.22,0.021472080259448016
23,0.23,0.021472080259448016
24,0.24,0.02151506740711458
25,0.25,0.02151506740711458
26,0.26,0.021644545901765355
27,0.27,0.021774803602925667
28,0.28,0.021818396803331926
29,0.29,0.021862077277412673
30,0.3,0.021949700745835708
31,0.31,0.021993644090672216
32,0.32,0.022037675410173048
33,0.33,0.022037675410173048
34,0.34,0.02208179488046369
35,0.35000000000000003,0.02217029897967988
36,0.36,0.022259157804389196
37,0.37,0.022348372776335664
38,0.38,0.022393114263375376
39,0.39,0.02252787687743095
40,0.4,0.022754285879948363
41,0.41000000000000003,0.022754285879948363
42,0.42,0.022799840005834144
43,0.43,0.022799840005834144
44,0.44,0.02284548533117115
45,0.45,0.0229370503108903
46,0.46,0.02298297033153271
47,0.47000000000000003,0.02307508635278533
48,0.48,0.023260427481417243
49,0.49,0.023306994903802454
50,0.5,0.023306994903802454
51,0.51,0.02354123417528636
52,0.52,0.023588363773234883
53,0.53,0.02363558772473284
54,0.54,0.02377782759137498
55,0.55,0.023825430849816174
56,0.56,0.023920923462949096
57,0.5700000000000001,0.023968813199611645
58,0.58,0.023968813199611645
59,0.59,0.024016798811622882
60,0.6,0.024064880490925433
61,0.61,0.024113058429846207
62,0.62,0.024258171733367175
63,0.63,0.024355398777161173
64,0.64,0.024404158334272612
65,0.65,0.024501970494117235
66,0.66,0.024551023488099455
67,0.67,0.02460017468627383
68,0.68,0.024698772482012597
69,0.6900000000000001,0.024748219473968578
70,0.7000000000000001,0.02479776545890145
71,0.71,0.02484741063499535
72,0.72,0.02489715520083118
73,0.73,0.0249469993553874
74,0.74,0.024996943298040815
75,0.75,0.025046987228567425
76,0.76,0.025197720951150127
77,0.77,0.02524816683894022
78,0.78,0.02529871371949866
79,0.79,0.02560412720187722
80,0.8,0.02580978180965111
81,0.81,0.025861453044505267
82,0.8200000000000001,0.02601708825337182
83,0.8300000000000001,0.026278564424957015
84,0.84,0.02633117416354552
85,0.85,0.026542668476635518
86,0.86,0.026755861530700437
87,0.87,0.026970766970177622
88,0.88,0.027133078072476113
89,0.89,0.027351013348484454
90,0.9,0.027959403599491964
91,0.91,0.028296937709456103
92,0.92,0.028926368905165502
93,0.93,0.029688317155319145
94,0.9400000000000001,0.0302275455402293
95,0.9500000000000001,0.030899920774896065
96,0.96,0.03248419413236084
97,0.97,0.03394541017895408
98,0.98,0.03442398831115773
99,0.99,0.03736571913118091
100,1.0,0.045729964009496867
