,cdf,Number of Output Tokens
0,0.0,45.0152251403878
1,0.01,65.03989765493789
2,0.02,67.0206580966104
3,0.03,67.96554640998895
4,0.04,69.0617416948185
5,0.05,72.02411011477574
6,0.06,74.96347080859108
7,0.07,76.93808039734769
8,0.08,80.07798409094674
9,0.09,81.04470897088486
10,0.1,82.02310443674119
11,0.11,87.97045261291906
12,0.12,89.03245768467185
13,0.13,91.92757208032228
14,0.14,93.97238986969887
15,0.15,97.02813859078891
16,0.16,99.9830863317801
17,0.17,105.95357795162072
18,0.18,115.93168373917126
19,0.19,123.10050115880195
20,0.2,133.88766565151673
21,0.21,136.0470984161514
22,0.22,147.083604568196
23,0.23,147.083604568196
24,0.24,148.8592409254445
25,0.25,150.0548914768056
26,0.26,154.93430385909508
27,0.27,170.88677687557998
28,0.28,188.85910238188015
29,0.29,198.93960065020914
30,0.3,264.80702672134765
31,0.31,290.906349107157
32,0.32,329.9698982913082
33,0.33,340.01898116265124
34,0.34,366.1347619451631
35,0.35000000000000003,387.99850518541456
36,0.36,400.6152529093913
37,0.37,415.3001491055654
38,0.38,426.23955262824626
39,0.39,450.78997199131373
40,0.4,466.3803711752601
41,0.41000000000000003,486.3855209058114
42,0.42,506.23529731975384
43,0.43,511.3230483461316
44,0.44,521.6524625869748
45,0.45,536.4651462992648
46,0.46,548.3981654110365
47,0.47000000000000003,559.4765469503996
48,0.48,570.7787267175335
49,0.49,573.066414712706
50,0.5,596.4537067135088
51,0.51,620.795452531684
52,0.52,647.4241589428187
53,0.53,659.1833126109813
54,0.54,672.4997033323336
55,0.55,680.6183167357875
56,0.56,688.8349404183074
57,0.5700000000000001,706.9795122177319
58,0.58,708.3948866165663
59,0.59,711.2341418342127
60,0.6,722.7054174123614
61,0.61,734.3617096476836
62,0.62,741.7421700023338
63,0.63,744.715081532492
64,0.64,753.7055001345011
65,0.65,758.2413285249404
66,0.66,764.3315897467456
67,0.67,770.4707684837989
68,0.68,773.5588245818743
69,0.6900000000000001,781.3332226227999
70,0.7000000000000001,782.8974532987214
71,0.71,787.6089599745277
72,0.72,798.7130362836465
73,0.73,816.4794429039895
74,0.74,816.4794429039895
75,0.75,824.6852004749147
76,0.76,826.336221897287
77,0.77,832.9734273081084
78,0.78,839.6639433381404
79,0.79,880.9507837796264
80,0.8,886.2523791307749
81,0.81,900.5464697470951
82,0.8200000000000001,931.6915258028704
83,0.8300000000000001,941.0551844449457
84,0.84,960.0657666103014
85,0.85,965.8434789397239
86,0.86,979.4603881393836
87,0.87,993.2692748387065
88,0.88,1005.2603124674017
89,0.89,1033.8053767104652
90,0.9,1050.479304005118
91,0.91,1071.7004007610685
92,0.92,1080.3083928957699
93,0.93,1084.6382819155024
94,0.9400000000000001,1097.732352960925
95,0.9500000000000001,1115.4373386909263
96,0.96,1177.3269568490125
97,0.97,1205.9246125394757
98,0.98,1308.977912676172
99,0.99,1409.516359382029
100,1.0,1795.433898092001
