,cdf,Number of Output Tokens
0,0.0,89.92724906007459
1,0.01,89.92724906007459
2,0.02,185.86140130386502
3,0.03,253.9154520515322
4,0.04,262.17215190717394
5,0.05,262.17215190717394
6,0.06,288.01178161007823
7,0.07,313.8770712229126
8,0.08,349.67405611266685
9,0.09,351.07555393125693
10,0.1,351.07555393125693
11,0.11,366.86776447157996
12,0.12,372.04003632102706
13,0.13,404.64150448640294
14,0.14,404.64150448640294
15,0.15,433.1142385901656
16,0.16,449.8892927265958
17,0.17,457.1454180346637
18,0.18,462.6642114256402
19,0.19,462.6642114256402
20,0.2,475.8018828071904
21,0.21,485.4137216632423
22,0.22,502.20157001901896
23,0.23,502.20157001901896
24,0.24,508.264294474345
25,0.25,513.372437267971
26,0.26,513.372437267971
27,0.27,526.8951587521594
28,0.28,526.8951587521594
29,0.29,529.0069608796209
30,0.3,547.3024647808446
31,0.31,552.8029478401469
32,0.32,552.8029478401469
33,0.33,555.018588697581
34,0.34,562.8434981070386
35,0.35000000000000003,565.0993816105905
36,0.36,567.3643067223313
37,0.37,567.3643067223313
38,0.38,579.9846403305055
39,0.39,579.9846403305055
40,0.4,588.1615327119165
41,0.41000000000000003,588.1615327119165
42,0.42,591.701111204794
43,0.43,629.5477146662962
44,0.44,639.7014951160178
45,0.45,643.5512430645687
46,0.46,643.5512430645687
47,0.47000000000000003,650.0190427513235
48,0.48,656.5518449273721
49,0.49,672.4997033323336
50,0.5,673.8460490847507
51,0.51,673.8460490847507
52,0.52,675.1950902240587
53,0.53,708.3948866165663
54,0.54,715.5143759736818
55,0.55,715.5143759736818
56,0.56,719.8203687251348
57,0.5700000000000001,725.602029409393
58,0.58,744.715081532492
59,0.59,747.6999085277857
60,0.6,747.6999085277857
61,0.61,773.5588245818743
62,0.62,773.5588245818743
63,0.63,784.4648155675877
64,0.64,784.4648155675877
65,0.65,798.7130362836465
66,0.66,800.3120613813115
67,0.67,809.9736630092099
68,0.68,831.3091447360641
69,0.6900000000000001,831.3091447360641
70,0.7000000000000001,832.9734273081084
71,0.71,839.6639433381404
72,0.72,893.3708364006419
73,0.73,893.3708364006419
74,0.74,898.7471761012466
75,0.75,965.8434789397239
76,0.76,1023.5188379294614
77,0.77,1025.5679246920818
78,0.78,1025.5679246920818
79,0.79,1042.1089926699406
80,0.8,1044.1952969595702
81,0.81,1167.9459122776907
82,0.8200000000000001,1167.9459122776907
83,0.8300000000000001,1167.9459122776907
84,0.84,1186.7833507976663
85,0.85,1196.315699336499
86,0.86,1201.1105470343932
87,0.87,1201.1105470343932
88,0.88,1201.1105470343932
89,0.89,1403.8895531837034
90,0.9,1455.3503305996317
91,0.91,1455.3503305996317
92,0.92,1508.6974470129876
93,0.93,1551.5379580868073
94,0.9400000000000001,1891.2665483183014
95,0.9500000000000001,2153.828118989874
96,0.96,2153.828118989874
97,0.97,2319.256833605786
98,0.98,2452.8407009981734
99,0.99,2522.4908150230062
100,1.0,2760.0446634821596
