,cdf,Output Throughput
0,0.0,2.8263887771524017
1,0.01,2.8263887771524017
2,0.02,4.450426782088312
3,0.03,5.349483739703562
4,0.04,7.021663457091203
5,0.05,7.021663457091203
6,0.06,7.35220424100549
7,0.07,7.791241236349044
8,0.08,7.838129222691577
9,0.09,8.524976054706144
10,0.1,8.524976054706144
11,0.11,8.767048666281621
12,0.12,10.329462804405184
13,0.13,10.538131865064955
14,0.14,10.538131865064955
15,0.15,10.66535127971027
16,0.16,11.122836119267022
17,0.17,11.929333015015049
18,0.18,12.121737538968073
19,0.19,12.121737538968073
20,0.2,12.317245296001355
21,0.21,12.845587292456953
22,0.22,13.026690338231735
23,0.23,13.026690338231735
24,0.24,13.183952359699651
25,0.25,13.450285953883121
26,0.26,13.915458961687523
27,0.27,14.027229155304973
28,0.28,14.027229155304973
29,0.29,14.111645554323536
30,0.3,14.512355523599844
31,0.31,14.599691431569676
32,0.32,14.599691431569676
33,0.33,14.62892004304429
34,0.34,14.775943182990996
35,0.35000000000000003,14.835165340816452
36,0.36,14.835165340816452
37,0.37,14.835165340816452
38,0.38,14.864865371528799
39,0.39,14.89462486176209
40,0.4,15.134855661118525
41,0.41000000000000003,15.134855661118525
42,0.42,15.19551634446902
43,0.43,15.19551634446902
44,0.44,15.225937798612097
45,0.45,15.348233873821947
46,0.46,15.348233873821947
47,0.47000000000000003,15.378961068764536
48,0.48,15.47151224189346
49,0.49,15.595780792689538
50,0.5,16.793643308838774
51,0.51,16.793643308838774
52,0.52,17.832104571614245
53,0.53,17.939418855724938
54,0.54,17.97533360818885
55,0.55,17.97533360818885
56,0.56,18.08350985009381
57,0.5700000000000001,18.33845955675871
58,0.58,18.4119603230175
59,0.59,18.597003662600944
60,0.6,18.597003662600944
61,0.61,18.746376436132614
62,0.62,20.22663908805958
63,0.63,20.47082099980388
64,0.64,20.47082099980388
65,0.65,20.968063917115735
66,0.66,21.136481255721055
67,0.67,21.178796533510287
68,0.68,21.563466644293563
69,0.6900000000000001,21.563466644293563
70,0.7000000000000001,21.64989327771094
71,0.71,21.73666631011355
72,0.72,21.99907771279114
73,0.73,21.99907771279114
74,0.74,23.83131702254522
75,0.75,24.11901566217658
76,0.76,24.264164816548465
77,0.77,24.361415880691887
78,0.78,24.361415880691887
79,0.79,24.410187484056635
80,0.8,24.853549292121386
81,0.81,25.003118897839112
82,0.8200000000000001,25.003118897839112
83,0.8300000000000001,25.15358861913759
84,0.84,25.66172498680418
85,0.85,25.86784222506631
86,0.86,27.303109650990756
87,0.87,27.303109650990756
88,0.88,28.13461341223975
89,0.89,28.76043390005068
90,0.9,29.755102533038666
91,0.91,29.755102533038666
92,0.92,30.235013382273646
93,0.93,32.29784979936916
94,0.9400000000000001,33.41485861154611
95,0.9500000000000001,34.158131775104636
96,0.96,34.158131775104636
97,0.97,36.270353405925924
98,0.98,37.59987436374385
99,0.99,38.900251672510336
100,1.0,41.05861739934763
