,cdf,Output Throughput
0,0.0,7.308223076336531
1,0.01,7.308223076336531
2,0.02,8.819809098882674
3,0.03,11.27965102021249
4,0.04,11.30223290413684
5,0.05,12.07334741744537
6,0.06,12.07334741744537
7,0.07,12.591227537970854
8,0.08,13.343112894355036
9,0.09,13.450285953883121
10,0.1,13.832216158308272
11,0.11,13.9433177383876
12,0.12,13.9433177383876
13,0.13,14.055311696156437
14,0.14,14.310598076508555
15,0.15,14.57052121891919
16,0.16,14.658207170257596
17,0.17,14.716957440729296
18,0.18,14.716957440729296
19,0.19,14.716957440729296
20,0.2,14.89462486176209
21,0.21,15.134855661118525
22,0.22,16.135154920887842
23,0.23,16.362635816365206
24,0.24,16.362635816365206
25,0.25,16.72660288349453
26,0.26,16.82726421636398
27,0.27,17.064502789599942
28,0.28,17.30508606224202
29,0.29,17.903575861008203
30,0.3,17.903575861008203
31,0.31,17.97533360818885
32,0.32,17.97533360818885
33,0.33,18.15598877486481
34,0.34,18.63423490116471
35,0.35000000000000003,18.671540676742623
36,0.36,18.671540676742623
37,0.37,19.08686654325755
38,0.38,19.472446954159587
39,0.39,19.62885136541647
40,0.4,19.786512030698223
41,0.41000000000000003,19.945439040347992
42,0.42,19.945439040347992
43,0.43,20.025380599686507
44,0.44,20.105642565755424
45,0.45,20.26713286000765
46,0.46,20.307707700568226
47,0.47000000000000003,20.5118036244281
48,0.48,20.5118036244281
49,0.49,20.552868296348876
50,0.5,20.676556240123897
51,0.51,20.717950747111136
52,0.52,20.75942812598423
53,0.53,20.75942812598423
54,0.54,20.842632163358868
55,0.55,21.477385027032522
56,0.56,21.606636747685542
57,0.5700000000000001,21.78018315958325
58,0.58,21.99907771279114
59,0.59,21.99907771279114
60,0.6,22.443488711565614
61,0.61,22.623756792241156
62,0.62,22.805472802038963
63,0.63,22.988648370853415
64,0.64,23.080787149755857
65,0.65,23.080787149755857
66,0.66,23.080787149755857
67,0.67,23.21968820541868
68,0.68,23.35942517292192
69,0.6900000000000001,23.688757180096744
70,0.7000000000000001,24.264164816548465
71,0.71,24.264164816548465
72,0.72,24.312741723088106
73,0.73,24.7543336255018
74,0.74,25.10333169881963
75,0.75,25.15358861913759
76,0.76,25.25440450456911
77,0.77,25.25440450456911
78,0.78,25.304963872946626
79,0.79,26.180126393469997
80,0.8,26.81605020051256
81,0.81,26.923529251938415
82,0.8200000000000001,28.022299698332315
83,0.8300000000000001,28.022299698332315
84,0.84,28.19093896461661
85,0.85,28.360593108424823
86,0.86,28.70297049565497
87,0.87,29.400175008601114
88,0.88,29.459034217827526
89,0.89,29.459034217827526
90,0.9,29.874361341528978
91,0.91,29.874361341528978
92,0.92,30.47786367625726
93,0.93,30.600019320094326
94,0.9400000000000001,30.722664565219695
95,0.9500000000000001,30.722664565219695
96,0.96,31.658309312946972
97,0.97,31.976480717732706
98,0.98,33.08237510283853
99,0.99,39.606796262836106
100,1.0,39.68608914824719
