ttft,prompt_length,prompt_length_bin,prompt_length_bin_mid
10.75,975,"(945.735, 980.853]",963.294
18.515999999988708,981,"(980.853, 986.706]",983.7795
17.952999999994063,990,"(986.706, 992.559]",989.6324999999999
4.282000000006519,1000,"(998.412, 1004.265]",1001.3385000000001
16.546999999991385,1001,"(998.412, 1004.265]",1001.3385000000001
16.672000000005937,1016,"(1015.971, 1021.824]",1018.8975
15.90700000000652,1024,"(1021.824, 1027.677]",1024.7504999999999
9.812999999994645,1027,"(1021.824, 1027.677]",1024.7504999999999
22.139999999999418,1043,"(1039.383, 1045.236]",1042.3095
11.10899999999674,1042,"(1039.383, 1045.236]",1042.3095
13.73399999999674,1074,"(1068.648, 1074.501]",1071.5745
8.85899999999674,1098,"(1097.913, 1103.766]",1100.8395
6.359000000011292,1154,"(1150.59, 1156.443]",1153.5165
20.0,1176,"(1174.002, 1179.855]",1176.9285
23.03200000000652,1247,"(1244.238, 1250.091]",1247.1644999999999
16.093999999997322,1253,"(1250.091, 1255.944]",1253.0175
21.375,1325,"(1320.327, 1326.18]",1323.2535
7.25,1325,"(1320.327, 1326.18]",1323.2535
7.360000000000582,1405,"(1402.269, 1408.122]",1405.1955
13.25,1474,"(1472.505, 1478.358]",1475.4315000000001
13.484000000011292,1484,"(1478.358, 1484.211]",1481.2845
19.796999999991385,1493,"(1490.064, 1495.917]",1492.9904999999999
8.985000000000582,1569,"(1566.153, 1572.006]",1569.0795
18.125,1588,"(1583.712, 1589.565]",1586.6385
25.889999999999418,1595,"(1589.565, 1595.418]",1592.4915
10.828000000008615,1691,"(1689.066, 1694.919]",1691.9925
16.671999999991385,2115,"(2110.482, 2116.335]",2113.4085
22.125,2251,"(2250.954, 2256.807]",2253.8805
28.235000000000582,2360,"(2356.308, 2362.161]",2359.2345
11.797000000005937,2484,"(2479.221, 2485.074]",2482.1475
14.547000000005937,2496,"(2490.927, 2496.78]",2493.8535
14.468999999997322,2650,"(2648.958, 2654.811]",2651.8845
14.25,2655,"(2654.811, 2660.664]",2657.7375
11.828000000008615,2749,"(2748.459, 2754.312]",2751.3855
5.297000000005937,2940,"(2935.755, 2941.608]",2938.6815
19.562000000005355,3021,"(3017.697, 3023.55]",3020.6235
27.0,3426,"(3421.554, 3427.407]",3424.4805
9.375,3455,"(3450.819, 3456.672]",3453.7455
12.468999999997322,3588,"(3585.438, 3591.291]",3588.3645
11.26600000000326,3731,"(3725.91, 3731.763]",3728.8365
15.360000000000582,3988,"(3983.442, 3989.295]",3986.3685
9.328999999997905,4861,"(4855.539, 4861.392]",4858.4655
20.327999999994063,5042,"(5036.982, 5042.835]",5039.9085
26.686999999990803,5408,"(5405.721, 5411.574]",5408.647499999999
6.7810000000026776,6387,"(6383.172, 6389.025]",6386.0985
14.64100000000326,6906,"(6904.089, 6909.942]",6907.0154999999995
16.35899999999674,7072,"(7067.973, 7073.826]",7070.8994999999995
15.264999999999418,7206,"(7202.592, 7208.445]",7205.5185
18.969000000011874,7737,"(7735.215, 7741.068]",7738.1415
11.687000000005355,7860,"(7858.128, 7863.981]",7861.0545
20.780999999988126,9347,"(9344.79, 9350.643]",9347.7165
14.25,9538,"(9537.939, 9543.792]",9540.8655
26.281000000002678,9564,"(9561.351, 9567.204]",9564.2775
7.25,9650,"(9649.146, 9654.999]",9652.0725
11.702999999994063,9879,"(9877.413, 9883.266]",9880.3395
20.718999999997322,10034,"(10029.591, 10035.444]",10032.5175
20.235000000000582,10453,"(10451.007, 10456.86]",10453.9335
17.26600000000326,11978,"(11972.787, 11978.64]",11975.7135
9.421999999991385,12880,"(12874.149, 12880.002]",12877.075499999999
23.73399999999674,13867,"(13863.306, 13869.159]",13866.2325
20.10899999999674,13921,"(13915.983, 13921.836]",13918.9095
20.765999999988708,14880,"(14875.875, 14881.728]",14878.8015
12.64100000000326,15020,"(15016.347, 15022.2]",15019.2735
17.25,16940,"(16936.131, 16941.984]",16939.057500000003
13.64100000000326,16989,"(16988.808, 16994.661]",16991.7345
17.296000000002095,17137,"(17135.133, 17140.986]",17138.059500000003
34.9369999999908,17656,"(17650.197, 17656.05]",17653.1235
22.562000000005355,18557,"(18551.559, 18557.412]",18554.485500000003
18.453000000008615,18892,"(18891.033, 18896.886]",18893.959499999997
18.0,19280,"(19277.331, 19283.184]",19280.2575
20.030999999988126,20020,"(20014.809, 20020.662]",20017.735500000003
11.703000000008615,20230,"(20225.517, 20231.37]",20228.4435
17.21799999999348,22020,"(22016.535, 22022.388]",22019.461499999998
16.922000000005937,22204,"(22203.831, 22209.684]",22206.7575
16.406000000002678,23972,"(23971.437, 23977.29]",23974.3635
22.389999999999418,24900,"(24896.211, 24902.064]",24899.137499999997
16.188000000009197,25720,"(25715.631, 25721.484]",25718.557500000003
21.593000000008033,26900,"(26897.937, 26903.79]",26900.8635
13.280999999988126,27543,"(27541.767, 27547.62]",27544.6935
12.65700000000652,27669,"(27664.68, 27670.533]",27667.6065
13.686999999990803,28713,"(28712.367, 28718.22]",28715.2935
21.343999999997322,28993,"(28987.458, 28993.311]",28990.3845
10.937000000005355,29016,"(29010.87, 29016.723]",29013.7965
18.922000000005937,30240,"(30234.147, 30240.0]",30237.0735
