,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.049439701556267444
1,0.01,0.049439701556267444
2,0.02,0.049439701556267444
3,0.03,0.13959622140299552
4,0.04,0.13959622140299552
5,0.05,0.19147442101607043
6,0.06,0.19147442101607043
7,0.07,0.19147442101607043
8,0.08,0.27225914326192013
9,0.09,0.27225914326192013
10,0.1,0.2749953940585467
11,0.11,0.2749953940585467
12,0.12,0.2749953940585467
13,0.13,0.27720418131611796
14,0.14,0.27720418131611796
15,0.15,0.3188607215817742
16,0.16,0.3188607215817742
17,0.17,0.3188607215817742
18,0.18,0.3372263668743648
19,0.19,0.3372263668743648
20,0.2,0.3602342227531751
21,0.21,0.3602342227531751
22,0.22,0.3616780458465515
23,0.23,0.3616780458465515
24,0.24,0.3616780458465515
25,0.25,0.37343891760446246
26,0.26,0.37343891760446246
27,0.27,0.3825098706858852
28,0.28,0.3825098706858852
29,0.29,0.3825098706858852
30,0.3,0.38945739077276176
31,0.31,0.38945739077276176
32,0.32,0.44441308816509617
33,0.33,0.44441308816509617
34,0.34,0.44441308816509617
35,0.35000000000000003,0.5482627148053126
36,0.36,0.5482627148053126
37,0.37,0.5482627148053126
38,0.38,0.5482627148053126
39,0.39,0.5482627148053126
40,0.4,0.5504601583541882
41,0.41000000000000003,0.5504601583541882
42,0.42,0.5537728485410363
43,0.43,0.5537728485410363
44,0.44,0.5582208008990526
45,0.45,0.5582208008990526
46,0.46,0.5582208008990526
47,0.47000000000000003,0.5615801949281531
48,0.48,0.5615801949281531
49,0.49,0.571780166180292
50,0.5,0.571780166180292
51,0.51,0.571780166180292
52,0.52,0.571780166180292
53,0.53,0.571780166180292
54,0.54,0.599894981251237
55,0.55,0.599894981251237
56,0.56,0.599894981251237
57,0.5700000000000001,0.6181645095079459
58,0.58,0.6181645095079459
59,0.59,0.623129661365701
60,0.6,0.623129661365701
61,0.61,0.6293922206755027
62,0.62,0.6293922206755027
63,0.63,0.6293922206755027
64,0.64,0.634447554499554
65,0.65,0.634447554499554
66,0.66,0.6696496367029259
67,0.67,0.6696496367029259
68,0.68,0.6696496367029259
69,0.6900000000000001,0.675028321642906
70,0.7000000000000001,0.675028321642906
71,0.71,0.680450208654683
72,0.72,0.680450208654683
73,0.73,0.680450208654683
74,0.74,0.691424979692188
75,0.75,0.691424979692188
76,0.76,0.7110584718531673
77,0.77,0.7110584718531673
78,0.78,0.7110584718531673
79,0.79,0.7182047306959221
80,0.8,0.7182047306959221
81,0.81,0.747515231751134
82,0.8200000000000001,0.747515231751134
83,0.8300000000000001,0.7505112817821505
84,0.84,0.7505112817821505
85,0.85,0.7505112817821505
86,0.86,0.768741445547072
87,0.87,0.768741445547072
88,0.88,0.7811402386470111
89,0.89,0.7811402386470111
90,0.9,0.7811402386470111
91,0.91,0.7827040829686267
92,0.92,0.7827040829686267
93,0.93,0.8033212578501778
94,0.9400000000000001,0.8033212578501778
95,0.9500000000000001,0.8033212578501778
96,0.96,0.8394565520722623
97,0.97,0.8394565520722623
98,0.98,0.8650218187900726
99,0.99,0.8650218187900726
100,1.0,0.87022755302356
