,cdf,Number of Output Tokens
0,0.0,191.13906478537908
1,0.01,191.13906478537908
2,0.02,191.13906478537908
3,0.03,219.86226842094075
4,0.04,219.86226842094075
5,0.05,271.239275749995
6,0.06,271.239275749995
7,0.07,271.239275749995
8,0.08,293.24293455890313
9,0.09,293.24293455890313
10,0.1,438.34292054381035
11,0.11,438.34292054381035
12,0.12,438.34292054381035
13,0.13,448.0933292785489
14,0.14,448.0933292785489
15,0.15,452.5967436157564
16,0.16,452.5967436157564
17,0.17,452.5967436157564
18,0.18,465.448542261823
19,0.19,465.448542261823
20,0.2,491.27377829581536
21,0.21,491.27377829581536
22,0.22,500.19677533310926
23,0.23,500.19677533310926
24,0.24,500.19677533310926
25,0.25,512.3467181125903
26,0.26,512.3467181125903
27,0.27,512.3467181125903
28,0.28,512.3467181125903
29,0.29,512.3467181125903
30,0.3,519.5700197048338
31,0.31,519.5700197048338
32,0.32,520.6101999244632
33,0.33,520.6101999244632
34,0.34,520.6101999244632
35,0.35000000000000003,524.7917869640986
36,0.36,524.7917869640986
37,0.37,549.4960596360836
38,0.38,549.4960596360836
39,0.39,549.4960596360836
40,0.4,561.7189356732582
41,0.41000000000000003,561.7189356732582
42,0.42,576.515150210852
43,0.43,576.515150210852
44,0.44,576.515150210852
45,0.45,576.515150210852
46,0.46,576.515150210852
47,0.47000000000000003,617.0818305853222
48,0.48,617.0818305853222
49,0.49,643.5512430645687
50,0.5,643.5512430645687
51,0.51,643.5512430645687
52,0.52,728.5102510621144
53,0.53,728.5102510621144
54,0.54,728.5102510621144
55,0.55,728.5102510621144
56,0.56,728.5102510621144
57,0.5700000000000001,737.3050402040566
58,0.58,737.3050402040566
59,0.59,737.3050402040566
60,0.6,737.3050402040566
61,0.61,786.0353156988542
62,0.62,786.0353156988542
63,0.63,786.0353156988542
64,0.64,787.6089599745277
65,0.65,787.6089599745277
66,0.66,787.6089599745277
67,0.67,787.6089599745277
68,0.68,787.6089599745277
69,0.6900000000000001,801.9142877304234
70,0.7000000000000001,801.9142877304234
71,0.71,826.336221897287
72,0.72,826.336221897287
73,0.73,826.336221897287
74,0.74,902.3493655824246
75,0.75,902.3493655824246
76,0.76,904.1558708188261
77,0.77,904.1558708188261
78,0.78,904.1558708188261
79,0.79,969.7145912089079
80,0.8,969.7145912089079
81,0.81,1003.2518003545797
82,0.8200000000000001,1003.2518003545797
83,0.8300000000000001,1222.9262968792727
84,0.84,1222.9262968792727
85,0.85,1222.9262968792727
86,0.86,1303.7524571619513
87,0.87,1303.7524571619513
88,0.88,1598.7893394994353
89,0.89,1598.7893394994353
90,0.9,1598.7893394994353
91,0.91,1777.5690263883744
92,0.92,1777.5690263883744
93,0.93,1853.816949172257
94,0.9400000000000001,1853.816949172257
95,0.9500000000000001,1853.816949172257
96,0.96,2547.8422776750804
97,0.97,2547.8422776750804
98,0.98,3174.8072082369963
99,0.99,3174.8072082369963
100,1.0,9311.472735626641
