,cdf,Time to First Token
0,0.0,14.512355523599844
1,0.01,14.512355523599844
2,0.02,14.512355523599844
3,0.03,14.512355523599844
4,0.04,14.512355523599844
5,0.05,14.512355523599844
6,0.06,23.594191377547254
7,0.07,23.594191377547254
8,0.08,23.594191377547254
9,0.09,23.594191377547254
10,0.1,23.594191377547254
11,0.11,23.594191377547254
12,0.12,23.688757180096744
13,0.13,23.688757180096744
14,0.14,23.688757180096744
15,0.15,23.688757180096744
16,0.16,23.688757180096744
17,0.17,23.688757180096744
18,0.18,25.053175191928883
19,0.19,25.053175191928883
20,0.2,25.053175191928883
21,0.21,25.053175191928883
22,0.22,25.053175191928883
23,0.23,25.053175191928883
24,0.24,25.20394615391064
25,0.25,25.20394615391064
26,0.26,25.20394615391064
27,0.27,25.20394615391064
28,0.28,25.20394615391064
29,0.29,25.20394615391064
30,0.3,31.658309312946972
31,0.31,31.658309312946972
32,0.32,31.658309312946972
33,0.33,31.658309312946972
34,0.34,31.658309312946972
35,0.35000000000000003,31.658309312946972
36,0.36,33.61595050264383
37,0.37,33.61595050264383
38,0.38,33.61595050264383
39,0.39,33.61595050264383
40,0.4,33.61595050264383
41,0.41000000000000003,33.61595050264383
42,0.42,35.623327531424515
43,0.43,35.623327531424515
44,0.44,35.623327531424515
45,0.45,35.623327531424515
46,0.46,35.623327531424515
47,0.47000000000000003,35.623327531424515
48,0.48,37.67514938749509
49,0.49,37.67514938749509
50,0.5,37.67514938749509
51,0.51,37.67514938749509
52,0.52,37.67514938749509
53,0.53,38.28280022376868
54,0.54,38.28280022376868
55,0.55,38.28280022376868
56,0.56,38.28280022376868
57,0.5700000000000001,38.28280022376868
58,0.58,38.28280022376868
59,0.59,38.35944246645889
60,0.6,38.35944246645889
61,0.61,38.35944246645889
62,0.62,38.35944246645889
63,0.63,38.35944246645889
64,0.64,38.35944246645889
65,0.65,40.084941108720805
66,0.66,40.084941108720805
67,0.67,40.084941108720805
68,0.68,40.084941108720805
69,0.6900000000000001,40.084941108720805
70,0.7000000000000001,40.084941108720805
71,0.71,41.471263502693624
72,0.72,41.471263502693624
73,0.73,41.471263502693624
74,0.74,41.471263502693624
75,0.75,41.471263502693624
76,0.76,41.471263502693624
77,0.77,43.07749721283061
78,0.78,43.07749721283061
79,0.79,43.07749721283061
80,0.8,43.07749721283061
81,0.81,43.07749721283061
82,0.8200000000000001,43.07749721283061
83,0.8300000000000001,45.0152251403878
84,0.84,45.0152251403878
85,0.85,45.0152251403878
86,0.86,45.0152251403878
87,0.87,45.0152251403878
88,0.88,45.0152251403878
89,0.89,50.24951050346689
90,0.9,50.24951050346689
91,0.91,50.24951050346689
92,0.92,50.24951050346689
93,0.93,50.24951050346689
94,0.9400000000000001,50.24951050346689
95,0.9500000000000001,51.05996932250756
96,0.96,51.05996932250756
97,0.97,51.05996932250756
98,0.98,51.05996932250756
99,0.99,51.05996932250756
100,1.0,59.68023317648563
