,cdf,"Deadline Miss Rate with 0.05s TBT Deadline, 0.1s TTFT Deadline, 0.0s TTFT Slack, Using Predictions for TTFT: False "
0,0.0,0.07894519935012845
1,0.01,0.07894519935012845
2,0.02,0.07894519935012845
3,0.03,0.15676598646258555
4,0.04,0.15676598646258555
5,0.05,0.20950639374832422
6,0.06,0.20950639374832422
7,0.07,0.20950639374832422
8,0.08,0.27887240663136104
9,0.09,0.27887240663136104
10,0.1,0.29025340931692917
11,0.11,0.29025340931692917
12,0.12,0.29025340931692917
13,0.13,0.29025340931692917
14,0.14,0.29025340931692917
15,0.15,0.29552527691056235
16,0.16,0.29552527691056235
17,0.17,0.29552527691056235
18,0.18,0.3002917127329587
19,0.19,0.3002917127329587
20,0.2,0.30635800977148203
21,0.21,0.30635800977148203
22,0.22,0.3156880033388813
23,0.23,0.3156880033388813
24,0.24,0.3156880033388813
25,0.25,0.3240035275765469
26,0.26,0.3240035275765469
27,0.27,0.3372263668743648
28,0.28,0.3372263668743648
29,0.29,0.3372263668743648
30,0.3,0.3516915210261385
31,0.31,0.3516915210261385
32,0.32,0.35593724408346616
33,0.33,0.35593724408346616
34,0.34,0.35593724408346616
35,0.35000000000000003,0.35664983115870835
36,0.36,0.35664983115870835
37,0.37,0.3587961634188904
38,0.38,0.3587961634188904
39,0.39,0.3587961634188904
40,0.4,0.3616780458465515
41,0.41000000000000003,0.3616780458465515
42,0.42,0.37568628722597003
43,0.43,0.37568628722597003
44,0.44,0.3832756562127839
45,0.45,0.3832756562127839
46,0.46,0.3832756562127839
47,0.47000000000000003,0.38404297484384053
48,0.48,0.38404297484384053
49,0.49,0.39732495459853007
50,0.5,0.39732495459853007
51,0.51,0.39732495459853007
52,0.52,0.40616296823187664
53,0.53,0.40616296823187664
54,0.54,0.41436800722186024
55,0.55,0.41436800722186024
56,0.56,0.41436800722186024
57,0.5700000000000001,0.41519757280188396
58,0.58,0.41519757280188396
59,0.59,0.4364852148468585
60,0.6,0.4364852148468585
61,0.61,0.451580889462895
62,0.62,0.451580889462895
63,0.63,0.451580889462895
64,0.64,0.4634759624206222
65,0.65,0.4634759624206222
66,0.66,0.4709512229235329
67,0.67,0.4709512229235329
68,0.68,0.4709512229235329
69,0.6900000000000001,0.4709512229235329
70,0.7000000000000001,0.4709512229235329
71,0.71,0.47189406821467106
72,0.72,0.47189406821467106
73,0.73,0.47189406821467106
74,0.74,0.482390781698451
75,0.75,0.482390781698451
76,0.76,0.4911524370240105
77,0.77,0.4911524370240105
78,0.78,0.4911524370240105
79,0.79,0.5050990513428187
80,0.8,0.5050990513428187
81,0.81,0.5352610493754119
82,0.8200000000000001,0.5352610493754119
83,0.8300000000000001,0.537406382093016
84,0.84,0.537406382093016
85,0.85,0.537406382093016
86,0.86,0.5384822707458549
87,0.87,0.5384822707458549
88,0.88,0.549360337857976
89,0.89,0.549360337857976
90,0.9,0.549360337857976
91,0.91,0.6083525788507955
92,0.92,0.6083525788507955
93,0.93,0.6194020760935474
94,0.9400000000000001,0.6194020760935474
95,0.9500000000000001,0.6194020760935474
96,0.96,0.6319148322587597
97,0.97,0.6319148322587597
98,0.98,0.6485600739157488
99,0.99,0.6485600739157488
100,1.0,0.9989999999999999
