,cdf,Output Throughput
0,0.0,0.08883262418353823
1,0.01,0.08883262418353823
2,0.02,0.08883262418353823
3,0.03,8.980003137188218
4,0.04,8.980003137188218
5,0.05,9.669728730021793
6,0.06,9.669728730021793
7,0.07,9.669728730021793
8,0.08,10.165506493093956
9,0.09,10.165506493093956
10,0.1,10.559229226156177
11,0.11,10.559229226156177
12,0.12,10.559229226156177
13,0.13,12.692361388005915
14,0.14,12.692361388005915
15,0.15,13.105085456562536
16,0.16,13.105085456562536
17,0.17,13.105085456562536
18,0.18,13.31645332813255
19,0.19,13.31645332813255
20,0.2,13.369825833082473
21,0.21,13.369825833082473
22,0.22,15.014259802243886
23,0.23,15.014259802243886
24,0.24,15.014259802243886
25,0.25,15.47151224189346
26,0.26,15.47151224189346
27,0.27,15.815657341615443
28,0.28,15.815657341615443
29,0.29,15.815657341615443
30,0.3,16.26475390820981
31,0.31,16.26475390820981
32,0.32,16.494061950301724
33,0.33,16.494061950301724
34,0.34,16.494061950301724
35,0.35000000000000003,16.527083095347376
36,0.36,16.527083095347376
37,0.37,16.928531332966408
38,0.38,16.928531332966408
39,0.39,16.928531332966408
40,0.4,16.996381089962515
41,0.41000000000000003,16.996381089962515
42,0.42,18.26525220643967
43,0.43,18.26525220643967
44,0.44,18.821512138145472
45,0.45,18.821512138145472
46,0.46,18.821512138145472
47,0.47000000000000003,18.89694898495482
48,0.48,18.89694898495482
49,0.49,19.163366933711085
50,0.5,19.163366933711085
51,0.51,19.163366933711085
52,0.52,19.472446954159587
53,0.53,19.472446954159587
54,0.54,19.865816608672393
55,0.55,19.865816608672393
56,0.56,19.865816608672393
57,0.5700000000000001,20.307707700568226
58,0.58,20.307707700568226
59,0.59,21.823787129872706
60,0.6,21.823787129872706
61,0.61,22.087250280605375
62,0.62,22.087250280605375
63,0.63,22.087250280605375
64,0.64,22.087250280605375
65,0.65,22.087250280605375
66,0.66,22.087250280605375
67,0.67,22.087250280605375
68,0.68,22.087250280605375
69,0.6900000000000001,22.89687741106054
70,0.7000000000000001,22.89687741106054
71,0.71,23.736182119396236
72,0.72,23.736182119396236
73,0.73,23.736182119396236
74,0.74,24.022732262610404
75,0.75,24.022732262610404
76,0.76,24.11901566217658
77,0.77,24.11901566217658
78,0.78,24.11901566217658
79,0.79,24.312741723088106
80,0.8,24.312741723088106
81,0.81,24.953162616324942
82,0.8200000000000001,24.953162616324942
83,0.8300000000000001,25.003118897839112
84,0.84,25.003118897839112
85,0.85,25.003118897839112
86,0.86,25.55928307312625
87,0.87,25.55928307312625
88,0.88,25.919629696988366
89,0.89,25.919629696988366
90,0.9,25.919629696988366
91,0.91,26.23253905892239
92,0.92,26.23253905892239
93,0.93,27.194115310062983
94,0.9400000000000001,27.194115310062983
95,0.9500000000000001,27.194115310062983
96,0.96,29.814672307879587
97,0.97,29.814672307879587
98,0.98,37.90187987065511
99,0.99,37.90187987065511
100,1.0,44.389402758225586
